STATE,EVENT_ID,YEAR,MONTH_NAME,TOR_F_SCALE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS
NEW YORK,5531736,2006,August,F0,40.68,-73.4,40.68,-73.4,0,0,0,0,,
KANSAS,5534531,2006,September,F0,39.48,-98.1,39.55,-98.12,0,0,0,0,0,0
MISSOURI,5534472,2006,September,F2,37.53,-91.02,37.58,-90.8,0,0,0,0,,
MINNESOTA,5532880,2006,August,F1,43.92,-94.65,43.93,-94.63,0,0,0,0,500K,
NEW HAMPSHIRE,5533887,2006,September,F0,43.72,-71,43.72,-71,0,0,0,0,,
SOUTH DAKOTA,5533562,2006,September,F0,43.85,-96.9,43.87,-96.88,0,0,0,0,,
KANSAS,5534529,2006,September,F0,39.22,-98.15,39.43,-98.17,0,0,0,0,30K,0
KANSAS,5534530,2006,September,F0,39.42,-98.2,39.48,-98.17,0,0,0,0,0,0
KANSAS,5534034,2006,September,F0,37.67,-99.4,37.67,-99.4,0,0,0,0,,
MISSOURI,5534391,2006,September,F1,38.07,-91.3,38.1,-91.12,0,0,0,0,,
MISSOURI,5534392,2006,September,F0,38.1,-91.33,38.1,-91.27,0,0,0,0,,
PENNSYLVANIA,5532485,2006,September,F1,40.25,-77,40.25,-770.02,0,0,0,0,75K,
MISSOURI,5534471,2006,September,F1,38.17,-90.73,38.17,-90.73,0,0,0,0,,
MAINE,5533886,2006,September,F1,43.3,-70.75,43.3,-70.75,0,0,0,0,125K,
MISSOURI,5534393,2006,September,F1,38.17,-90.85,38.18,-90.8,0,0,0,0,,
MISSOURI,5534394,2006,September,F1,38.17,-90.77,38.17,-90.73,0,0,0,0,,
WISCONSIN,5532707,2006,August,F0,42.55,-88.95,42.55,-88.95,0,0,0,0,,2K
NEW MEXICO,5534704,2006,September,F0,32.25,-106.85,32.25,-106.85,0,0,0,0,,
FLORIDA,5531797,2006,September,F0,30.4,-81.45,30.4,-81.45,0,0,0,0,,
TENNESSEE,5534250,2006,September,F1,35.67,-88.83,35.7,-88.83,0,0,0,0,50K,
MICHIGAN,5532393,2006,September,F0,42.78,-85.52,42.78,-85.52,0,0,0,0,100K,20K
MICHIGAN,5532394,2006,September,F0,43,-84.95,43,-84.95,0,0,0,0,10K,5K
MISSOURI,5534829,2006,September,F1,36.57,-90.4,36.57,-90.38,0,0,0,0,4K,
ARKANSAS,5534876,2006,September,F1,36.12,-91.73,36.13,-91.68,0,0,0,0,,
IOWA,5534779,2006,September,F0,42.68,-93.5,42.68,-93.5,0,0,0,0,,1K
KENTUCKY,5534830,2006,September,F1,37.7,-86.92,37.67,-86.85,0,0,0,0,75K,
KENTUCKY,5534831,2006,September,F1,37.32,-88.28,37.35,-88.2,0,0,0,0,100K,
SOUTH DAKOTA,5533202,2006,August,F1,44.75,-100,44.75,-99.88,0,0,0,0,,
MINNESOTA,5534340,2006,September,F0,44.83,-94.32,44.83,-94.3,0,0,0,0,,
MINNESOTA,5534341,2006,September,F0,45.1,-94.4,45.13,-94.37,0,0,0,0,200K,
IOWA,5534777,2006,September,F0,42.7,-93.42,42.7,-93.42,0,0,0,0,,1K
MARYLAND,5534235,2006,September,F1,39.07,-76.55,39.1,-76.57,0,0,0,0,6M,
SOUTH DAKOTA,5533625,2006,September,F0,43.33,-97.98,43.33,-97.98,0,0,0,0,,
SOUTH DAKOTA,5533632,2006,September,F0,44.2,-98.07,44.2,-98.07,0,0,0,0,,
VIRGINIA,5534128,2006,September,F1,37.25,-78.2,37.25,-78.2,0,0,0,0,5K,
VIRGINIA,5534129,2006,September,F1,37.28,-78.1,37.28,-78.1,0,0,0,0,25K,
OHIO,5533843,2006,June,F1,40.6,-81.55,40.63,-81.52,0,0,0,0,50K,
SOUTH DAKOTA,5533563,2006,September,F0,43.85,-96.9,43.85,-96.88,0,0,0,0,,
TENNESSEE,5534412,2006,September,F0,36.42,-87.2,36.42,-87.2,0,0,0,0,40K,
SOUTH DAKOTA,5533568,2006,September,F0,44.32,-96.77,44.32,-96.75,0,0,0,0,,
SOUTH DAKOTA,5533571,2006,September,F0,43.78,-98.93,43.78,-98.93,0,0,0,0,,
SOUTH DAKOTA,5533582,2006,September,F0,43.25,-98.2,43.25,-98.2,0,0,0,0,,
ARKANSAS,5534877,2006,September,F1,36.15,-91.65,36.15,-91.57,0,0,0,0,,
OHIO,5532769,2006,August,F0,39.52,-82.9,39.52,-82.9,0,0,0,0,250K,10K
KANSAS,5532283,2006,August,F1,39.37,-101.05,39.42,-101.1,4,0,0,0,125K,
MINNESOTA,5532792,2006,August,F3,43.9,-94.72,43.88,-94.67,0,0,0,0,2M,
MINNESOTA,5532793,2006,August,F1,43.93,-94.63,43.93,-94.6,0,0,0,0,500K,
NEBRASKA,5533724,2006,September,F0,41.18,-96.25,41.18,-96.25,0,0,0,0,,
MISSOURI,5534549,2006,September,F1,37.58,-90.8,37.65,-90.58,0,0,0,0,,
MISSOURI,5534550,2006,September,F2,37.63,-90.77,37.65,-90.67,0,0,0,0,,
MISSOURI,5534551,2006,September,F2,37.6,-90.47,37.65,-90.18,1,0,0,0,,
UTAH,5533694,2006,September,F0,38.48,-109.8,38.48,-109.8,0,0,0,0,,
ALABAMA,5533897,2006,September,F0,34.33,-86.5,34.33,-86.5,0,0,0,0,,
MISSOURI,5534552,2006,September,F1,37.6,-90.18,37.6,-90.18,0,0,0,0,,
KANSAS,5533324,2006,September,F0,38.97,-97.78,38.97,-97.78,0,0,0,0,,
KANSAS,5533325,2006,September,F0,39.18,-97.72,39.18,-97.72,0,0,0,0,,
NORTH DAKOTA,5530508,2006,August,F0,46.32,-96.93,46.27,-96.87,0,0,0,0,,
ALABAMA,5533929,2006,September,F2,33.83,-86.68,33.85,-86.67,0,0,0,0,75K,
ALABAMA,5533930,2006,September,F2,33.88,-86.62,33.88,-86.62,0,0,0,0,50K,
OKLAHOMA,5535075,2006,September,F1,34.25,-96.02,34.25,-95.75,0,0,0,0,75K,
KANSAS,5534326,2006,September,F1,38.82,-98.93,38.88,-98.85,0,0,0,0,100K,
KANSAS,5534327,2006,September,F0,39.17,-98.08,39.18,-98.07,0,0,0,0,,
KANSAS,5534328,2006,September,F0,39.18,-98,39.18,-98,0,0,0,0,,
IOWA,5534778,2006,September,F0,42.9,-93.33,42.9,-93.33,0,0,0,0,,1K
ARIZONA,5529838,2006,August,F0,33.85,-109.13,33.85,-109.13,0,0,0,0,,
ALABAMA,5533931,2006,September,F0,34.6,-87.67,34.65,-87.58,0,0,0,0,,
ARKANSAS,5534721,2006,September,F1,34.33,-94.37,34.33,-94.33,0,0,0,0,,
ILLINOIS,5534667,2006,September,F1,37.23,-88.52,37.25,-88.48,0,0,0,0,15K,
KANSAS,5534010,2006,September,F0,37.07,-99.9,37.07,-99.9,0,0,0,0,,
SOUTH DAKOTA,5532127,2006,August,F0,45.8,-98.9,45.8,-98.9,0,0,0,0,,
SOUTH DAKOTA,5532136,2006,August,F1,45.27,-96.63,45.27,-96.63,0,0,0,0,,
NEW MEXICO,5529954,2006,August,F0,33.17,-104.52,33.17,-104.52,0,0,0,0,,
ARKANSAS,5534875,2006,September,F1,36.15,-91.77,36.17,-91.7,0,0,0,0,,
MINNESOTA,5534342,2006,September,F2,45.2,-93.63,45.23,-93.52,0,0,1,0,30M,
MINNESOTA,5534343,2006,September,F0,45.25,-93.43,45.25,-93.43,0,0,0,0,50K,
ARKANSAS,5534958,2006,September,F2,36.37,-91.47,36.43,-91.37,0,0,0,0,,
ARKANSAS,5534956,2006,September,F0,36,-92.25,36.05,-92.17,0,0,0,0,,
ARKANSAS,5534957,2006,September,F2,36.35,-91.55,36.4,-91.38,0,0,0,0,,
KENTUCKY,5534728,2006,September,F1,37.23,-88.48,37.3,-88.35,0,0,0,0,350K,
MISSOURI,5534730,2006,September,F4,37.67,-89.83,37.77,-89.67,5,0,0,0,7M,
ILLINOIS,5534731,2006,September,F2,37.77,-89.65,37.78,-89.33,1,0,0,0,800K,
NEW YORK,5531735,2006,August,F0,40.7,-73.45,40.7,-73.45,0,0,0,0,,
NEBRASKA,5534437,2006,September,F0,40.88,-98.93,40.88,-98.93,0,0,0,0,40K,0
IOWA,5527051,2006,July,F0,43.15,-95.22,43.15,-95.22,0,0,0,0,,
MISSOURI,5527167,2006,July,F1,40.48,-92.5,40.48,-92.5,0,0,0,0,15K,
IOWA,5527050,2006,July,F0,43.17,-95.27,43.17,-95.27,0,0,0,0,,
IDAHO,5532195,2006,August,F0,42.8,-112.82,42.8,-112.82,0,0,0,0,10K,
NEBRASKA,5533651,2006,September,F2,41.1,-97.32,41.12,-97.3,0,0,0,0,,
ALABAMA,5533935,2006,September,F1,34.23,-86.23,34.25,-86.22,0,0,0,0,90K,
KENTUCKY,5529630,2006,August,F0,36.92,-88.88,36.92,-88.88,0,0,0,0,,
MINNESOTA,5530517,2006,August,F1,48.92,-95.48,48.92,-95.38,0,0,0,0,,100K
SOUTH DAKOTA,5533516,2006,September,F2,43.55,-97.5,43.7,-97.28,0,0,0,0,.1M,
SOUTH DAKOTA,5533517,2006,September,F1,43.82,-96.92,43.83,-96.9,0,0,0,0,.01M,
NORTH DAKOTA,5528719,2006,August,F0,46.9,-102.03,46.9,-102.02,0,0,0,0,40K,
CONNECTICUT,5526085,2006,July,F1,41.1,-73.7,41.1,-73.68,0,0,0,0,2M,
NORTH DAKOTA,5528646,2006,August,F0,46.82,-99.9,46.82,-99.9,0,0,0,0,,
OREGON,5530411,2006,August,F0,45.45,-117.3,45.45,-117.3,0,0,0,0,,
OHIO,5529052,2006,August,F1,40.9,-84.3,40.9,-84.28,0,0,0,0,15K,10K
MINNESOTA,5530593,2006,August,F0,48.88,-95.23,48.85,-95.1,0,0,0,0,,200K
MINNESOTA,5530594,2006,August,F0,48.87,-95.08,48.85,-95.07,0,0,0,0,,
MINNESOTA,5530597,2006,August,F1,48.58,-95.55,48.62,-95.35,0,0,0,0,,200K
INDIANA,5529050,2006,August,F1,40.83,-84.9,40.83,-84.85,0,0,0,0,125K,5K
IOWA,5526872,2006,July,F0,42.4,-96.18,42.4,-96.17,0,0,0,0,5K,
IOWA,5527455,2006,June,F0,41.48,-91.75,41.48,-91.75,0,0,0,0,,
MINNESOTA,5530598,2006,August,F1,48.6,-95.32,48.6,-95.3,0,0,0,0,,50K
MINNESOTA,5527737,2006,August,F0,43.9,-94.88,43.9,-94.88,0,0,0,0,,
MINNESOTA,5527497,2006,July,F0,47.83,-96.3,47.8,-96.27,0,0,0,0,2K,
TEXAS,5525225,2006,August,F0,34.72,-101.87,34.72,-101.85,0,0,0,0,0,0
MISSOURI,5533255,2006,September,F1,38,-91.67,38,-91.57,2,0,0,0,1.5M,
TEXAS,5525151,2006,August,F0,33.28,-101.83,33.28,-101.82,0,0,0,0,0,0
MICHIGAN,5531333,2006,September,F0,42.28,-83.73,42.28,-83.73,0,0,0,0,0,
TEXAS,5527297,2006,July,F0,28.1,-97.6,28.1,-97.6,0,0,0,0,,
NEBRASKA,5525480,2006,August,F0,41.25,-101.18,41.25,-101.18,0,0,0,0,,
NEBRASKA,5525481,2006,August,F0,41.2,-101,41.2,-101,0,0,0,0,,
COLORADO,5528873,2006,August,F1,40.25,-109,40.23,-108.85,0,0,0,0,,
COLORADO,5528301,2006,August,F0,39.78,-104.5,39.78,-104.5,0,0,0,0,0,0
COLORADO,5528099,2006,August,F0,39.75,-104.52,39.75,-104.52,0,0,0,0,0,0
COLORADO,5528100,2006,August,F0,39.65,-104.45,39.65,-104.45,0,0,0,0,0,0
SOUTH DAKOTA,5528106,2006,August,F3,44.42,-98.68,44.32,-98.27,2,0,0,0,15M,
MINNESOTA,5527433,2006,July,F1,48.53,-96.82,48.52,-96.82,0,0,0,0,10K,
MINNESOTA,5527431,2006,July,F1,48.6,-96.83,48.55,-96.8,0,0,0,0,40K,
MINNESOTA,5527439,2006,July,F0,47.88,-96.38,47.87,-96.38,0,0,0,0,20K,
ARIZONA,5527234,2006,July,F0,34.2,-112.15,34.2,-112.15,0,0,0,0,,
KANSAS,5528698,2006,August,F0,38.87,-99.27,38.87,-99.27,0,0,0,0,,
TEXAS,5528248,2006,August,F0,35.63,-101.62,35.6,-101.62,0,0,0,0,,
SOUTH DAKOTA,5528107,2006,August,F2,44.32,-98.17,44.25,-98.07,0,0,0,0,2M,
SOUTH DAKOTA,5528109,2006,August,F0,44.28,-97.8,44.28,-97.8,0,0,0,0,,
SOUTH DAKOTA,5528108,2006,August,F0,44.33,-98.22,44.33,-98.22,0,0,0,0,,
MINNESOTA,5527440,2006,July,F0,47.85,-96.42,47.83,-96.42,0,0,0,0,10K,
MISSISSIPPI,3652,2006,November,F1,31.66,-89.24,31.66,-89.24,0,0,0,0,0.00K,0.00K
MISSISSIPPI,3653,2006,November,F1,31.22,-89.34,31.22,-89.34,0,0,0,0,100.00K,0.00K
OHIO,456,2006,October,F2,39.8,-83.11,39.8,-83.11,0,0,0,0,60.00K,0.00K
FLORIDA,4563,2006,November,F0,25.95,-80.12,25.95,-80.12,0,0,0,0,0.00K,0.00K
MISSISSIPPI,6232,2006,November,F1,30.42,-88.82,30.42,-88.82,0,0,0,0,50.00K,0.00K
FLORIDA,6488,2006,November,F0,28.55,-81.37,28.6,-81.33,0,0,0,0,40.00K,0.00K
MISSISSIPPI,3648,2006,November,F1,31.43,-89.31,31.43,-89.31,0,0,0,0,2.00K,0.00K
FLORIDA,6530,2006,November,F1,28.62,-81.25,28.65,-81.23,0,0,0,0,1.40M,0.00K
LOUISIANA,9524,2006,December,F1,30.3,-92.1833,30.3256,-92.1704,0,0,0,0,100.00K,0.00K
LOUISIANA,9525,2006,December,F0,30.3411,-92.1438,30.3473,-92.1409,0,0,0,0,25.00K,0.00K
SOUTH CAROLINA,3254,2006,November,F1,33.67,-80.3,33.8,-80.06,0,0,0,0,5.00K,0.00K
LOUISIANA,2346,2006,October,F0,30.68,-92.89,30.68,-92.89,0,0,0,0,3.00K,0.00K
KANSAS,3219,2006,October,F0,37.48,-99.79,37.48,-99.79,0,0,0,0,0.00K,0.00K
KANSAS,3220,2006,October,F0,37.4,-100.01,37.39,-100.02,0,0,0,0,0.00K,0.00K
KANSAS,3223,2006,October,F0,37.48,-99.79,37.48,-99.8,0,0,0,0,0.00K,0.00K
KANSAS,3224,2006,October,F0,37.55,-101.41,37.55,-101.46,0,0,0,0,0.00K,0.00K
KANSAS,3225,2006,October,F0,37.55,-99.81,37.54,-99.82,0,0,0,0,0.00K,0.00K
KANSAS,3227,2006,October,F0,37.57,-101.38,37.56,-101.39,0,0,0,0,0.00K,0.00K
KANSAS,3230,2006,October,F0,37.55,-101.41,37.54,-101.42,0,0,0,0,0.00K,0.00K
KANSAS,3231,2006,October,F0,37.4,-99.85,37.4,-99.85,0,0,0,0,0.00K,0.00K
KANSAS,3232,2006,October,F0,37.34,-99.48,37.34,-99.48,0,0,0,0,0.00K,0.00K
KANSAS,3197,2006,October,F0,37.48,-100.6,37.48,-100.6,0,0,0,0,0.00K,0.00K
KANSAS,3204,2006,October,F0,37.53,-99.74,37.53,-99.74,0,0,0,0,0.00K,0.00K
KANSAS,3205,2006,October,F1,37.58,-101.48,37.58,-101.37,0,0,0,0,40.00K,0.00K
KANSAS,3228,2006,October,F0,37.48,-99.86,37.48,-99.87,0,0,0,0,0.00K,0.00K
KANSAS,3229,2006,October,F0,37.54,-101.37,37.55,-101.41,0,0,0,0,0.00K,0.00K
KANSAS,3233,2006,October,F0,37.36,-99.48,37.36,-99.48,0,0,0,0,0.00K,0.00K
MISSISSIPPI,3651,2006,November,F3,31.62,-89.08,31.69,-88.96,1,0,0,0,1.70M,0.00K
KANSAS,3206,2006,October,F1,37.61,-101.45,37.61,-101.46,0,0,0,0,0.00K,0.00K
KANSAS,3207,2006,October,F0,37.59,-101.36,37.57,-101.36,0,0,0,0,0.00K,0.00K
KANSAS,3208,2006,October,F0,37.43,-99.89,37.43,-99.89,0,0,0,0,0.00K,0.00K
TEXAS,832,2006,October,F0,29.42,-94.67,29.42,-94.67,0,0,0,0,5.00K,0.00K
KANSAS,3210,2006,October,F0,37.39,-99.92,37.39,-99.92,0,0,0,0,0.00K,0.00K
PENNSYLVANIA,8131,2006,December,F1,40.3089,-79.5383,40.4,-79.42,0,0,0,0,75.00K,0.00K
ARKANSAS,6420,2006,November,F1,36.38,-91.86,36.4,-91.63,0,0,0,0,0.00K,0.00K
KANSAS,3211,2006,October,F0,37.34,-99.97,37.34,-99.97,0,0,0,0,0.00K,0.00K
KANSAS,3212,2006,October,F0,37.58,-101.42,37.58,-101.41,0,0,0,0,0.00K,0.00K
KANSAS,3213,2006,October,F0,37.55,-100.02,37.55,-100.02,0,0,0,0,0.00K,0.00K
KANSAS,3214,2006,October,F0,37.45,-99.94,37.45,-99.94,0,0,0,0,0.00K,0.00K
KANSAS,3215,2006,October,F0,37.51,-99.89,37.51,-99.89,0,0,0,0,0.00K,0.00K
KANSAS,3216,2006,October,F0,37.75,-99.97,37.75,-99.97,0,0,0,0,0.00K,0.00K
KANSAS,3218,2006,October,F0,37.52,-99.78,37.52,-99.78,0,0,0,0,0.00K,0.00K
FLORIDA,3540,2006,December,F2,30.11,-82.43,30.14,-82.4,1,0,0,0,0.00K,0.00K
TEXAS,8092,2006,December,F1,30.8333,-96.1,31.0811,-96.0603,3,0,0,0,750.00K,0.00K
LOUISIANA,2373,2006,October,F0,30.21,-92.41,30.21,-92.41,0,0,0,0,0.00K,0.00K
LOUISIANA,2374,2006,October,F0,31.22,-92.16,31.22,-92.16,0,0,0,0,3.00K,0.00K
LOUISIANA,2375,2006,October,F0,30.94,-92.94,30.94,-92.94,0,0,0,0,0.00K,0.00K
MISSISSIPPI,2066,2006,October,F1,31.03,-89.53,31.04,-89.5,0,0,0,0,0.00K,50.00K
IDAHO,1622,2006,October,F0,43.02,-114.27,43.02,-114.27,0,0,0,0,0.00K,0.00K
IDAHO,1626,2006,October,F0,42.93,-114.4,42.93,-114.4,0,0,0,0,1.00K,0.00K
MISSISSIPPI,1532,2006,October,F0,31.48,-89.69,31.5,-89.68,0,0,0,0,0.00K,0.00K
LOUISIANA,2368,2006,October,F0,29.77,-92.97,29.77,-92.97,0,0,0,0,0.00K,0.00K
LOUISIANA,2369,2006,October,F0,30.12,-92.5,30.13,-92.5,0,0,0,0,0.00K,0.00K
LOUISIANA,2370,2006,October,F0,30.04,-92.51,30.04,-92.51,0,0,0,0,50.00K,0.00K
LOUISIANA,2371,2006,October,F0,30.12,-92.5,30.12,-92.5,0,0,0,0,0.00K,0.00K
LOUISIANA,2372,2006,October,F1,30.33,-92.49,30.33,-92.49,0,0,0,0,150.00K,0.00K
MISSISSIPPI,1608,2006,October,F1,33.02,-90.26,33.08,-90.21,0,0,0,0,20.00K,0.00K
TEXAS,4075,2006,December,F0,32.08,-95.11,32.08,-95.11,0,0,0,0,50.00K,0.00K
TEXAS,4076,2006,December,F1,32.2,-95.35,32.23,-95.42,0,0,0,0,100.00K,0.00K
LOUISIANA,2345,2006,October,F0,30.71,-93.05,30.71,-93.05,0,0,0,0,0.00K,0.00K
TEXAS,2391,2006,October,F1,30.03,-94.35,30.08,-94.36,0,0,0,0,300.00K,0.00K
TEXAS,2392,2006,October,F0,30.26,-94.2,30.26,-94.2,0,0,0,0,5.00K,0.00K
TEXAS,2396,2006,October,F0,31,-93.68,31.03,-93.69,0,0,0,0,5.00K,0.00K
TEXAS,838,2006,October,F0,29.37,-95.88,29.37,-95.88,0,0,0,0,0.00K,0.00K
LOUISIANA,6223,2006,November,F1,30.97,-89.95,31,-90.03,0,0,0,0,100.00K,0.00K
LOUISIANA,6270,2006,November,F1,30.99,-90.15,30.99,-90.15,0,0,0,0,20.00K,0.00K
TEXAS,3105,2006,December,F1,30.6,-96.33,30.6,-96.33,3,0,0,0,2.75M,0.00K
LOUISIANA,6667,2006,November,F1,29.3789,-89.53,29.3789,-89.53,0,0,0,0,10.00K,0.00K
TEXAS,833,2006,October,F0,29.31,-94.8,29.31,-94.8,0,0,0,0,4.00K,0.00K
MISSISSIPPI,3647,2006,November,F3,31.35,-89.63,31.42,-89.45,6,0,0,0,1.50M,0.00K
MISSISSIPPI,3650,2006,November,F1,31.05,-89.84,31.11,-89.78,0,0,0,0,90.00K,0.00K
TEXAS,831,2006,October,F0,29.35,-95.02,29.35,-95.02,1,0,0,0,22.00K,0.00K
PENNSYLVANIA,6358,2006,December,F1,40.4526,-76.9295,40.4557,-76.9012,0,0,1,0,2.00M,0.00K
LOUISIANA,1466,2006,October,F0,32.15,-91.64,32.15,-91.64,0,0,0,0,0.00K,0.00K
MISSISSIPPI,6224,2006,November,F2,31.0136,-90.02,31.07,-89.8428,1,0,0,0,500.00K,0.00K
NEW YORK,4974,2006,November,F1,42.18,-76.67,42.18,-76.67,0,0,0,0,10.00K,0.00K
LOUISIANA,6259,2006,November,F1,30.95,-90.28,30.95,-90.28,0,0,0,0,50.00K,0.00K
TEXAS,7372,2006,December,F0,32.2011,-98.2,32.2589,-98.2,0,0,0,0,15.00K,0.00K
TEXAS,7688,2006,December,F0,31.2355,-95.98,31.2645,-95.98,0,0,0,0,35.00K,0.00K
LOUISIANA,9339,2006,December,F0,29.9,-90.1,29.9,-90.1,0,0,0,0,4.00K,0.00K
TEXAS,7136,2006,December,F2,32.1758,-97.316,32.3796,-97.2442,12,0,0,0,2.00M,0.00K
TEXAS,7137,2006,December,F0,32.4405,-97.22,32.4593,-97.22,0,0,0,0,40.00K,0.00K
TEXAS,7014,2006,December,F0,31.696,-97.5341,31.7062,-97.5461,0,0,0,0,2.00K,0.00K
TEXAS,7013,2006,December,F1,31.3893,-97.5559,31.4353,-97.502,0,0,0,0,200.00K,0.00K
TEXAS,7135,2006,December,F2,32.0922,-97.4,32.197,-97.3444,0,0,0,0,500.00K,0.00K
TEXAS,7375,2006,December,F0,32.8289,-98.1,32.8578,-98.1,0,0,0,0,7.00K,0.00K
TEXAS,7371,2006,December,F1,32.0122,-98.2,32.1278,-98.2,0,0,0,0,25.00K,0.00K
TEXAS,7374,2006,December,F0,32.2198,-98.1879,32.2402,-98.1879,0,0,0,0,0.00K,0.00K
TEXAS,7630,2006,December,F0,31.0811,-96.0603,31.1636,-96.0554,0,0,0,0,5.00K,0.00K
TEXAS,9338,2006,December,F0,31.47,-95.9852,31.5211,-96.0101,0,0,0,0,5.00K,0.00K
TEXAS,7011,2006,December,F2,31.3267,-96.643,31.6023,-96.52,20,0,1,0,1.00M,0.00K
TEXAS,7015,2006,December,F0,31.7496,-97.4936,31.7429,-97.4747,0,0,0,0,10.00K,0.00K
TEXAS,7810,2006,December,F0,30.88,-96.6674,30.9004,-96.6238,0,0,0,0,0.00K,0.00K
TEXAS,7378,2006,December,F0,33.42,-98.03,33.4345,-98.03,0,0,0,0,0.00K,0.00K
TEXAS,7016,2006,December,F2,31.78,-97.5069,31.8771,-97.4657,0,0,0,0,400.00K,0.00K
PENNSYLVANIA,7044,2006,December,F2,41.08,-76.08,41.18,-75.77,5,0,0,0,1.00M,0.00K
OREGON,9299,2006,December,F0,45.0318,-122.9044,45.0318,-122.9044,0,0,0,0,0.00K,0.00K
TEXAS,7012,2006,December,F0,31.68,-96.551,31.7311,-96.5601,0,0,0,0,10.00K,0.00K
TEXAS,7134,2006,December,F0,31.9078,-97.4296,31.9149,-97.4211,0,0,0,0,2.00K,0.00K
TEXAS,7793,2006,December,F1,31.7789,-95.63,31.9404,-95.6541,0,0,0,0,30.00K,0.00K
TEXAS,7795,2006,December,F1,31.6682,-95.7261,31.7091,-95.6781,0,0,0,0,200.00K,0.00K
TEXAS,7791,2006,December,F0,31.8043,-95.93,31.8996,-95.9059,0,0,0,0,10.00K,0.00K
GEORGIA,8282,2006,December,F1,31.72,-83.182,31.77,-83,0,0,0,0,300.00K,0.00K
LOUISIANA,1091,2006,October,F0,31.74,-93.12,31.75,-93.14,0,0,0,0,0.00K,0.00K
NEW MEXICO,2058,2006,October,F0,32.52,-105.9,32.6,-105.97,0,0,0,0,0.00K,0.00K
MISSISSIPPI,1674,2006,October,F0,31.311,-89.385,31.318,-89.38,0,0,0,0,700.00K,0.00K
LOUISIANA,1450,2006,October,F0,30.86,-90.49,30.89,-90.55,0,0,0,0,200.00K,0.00K
ALABAMA,6083,2006,November,F1,31.3911,-85.33,31.42,-85.2792,0,0,0,0,150.00K,0.00K
FLORIDA,655,2006,October,F0,30.2834,-85.5364,30.2845,-85.53,0,0,0,0,75.00K,0.00K
ALABAMA,6081,2006,November,F0,31.4404,-86.046,31.4711,-86.0101,2,0,0,0,350.00K,0.00K
LOUISIANA,1092,2006,October,F1,31.87,-93.2,31.92,-93.05,0,0,0,0,250.00K,0.00K
ALABAMA,6397,2006,November,F0,32.91,-85.4,32.92,-85.4,0,0,0,0,50.00K,0.00K
IDAHO,1632,2006,October,F0,43.41,-112.85,43.45,-112.85,0,0,0,0,0.00K,0.00K
IDAHO,1634,2006,October,F0,43.45,-112.85,43.46,-112.85,0,0,0,0,0.00K,0.00K
LOUISIANA,2073,2006,October,F1,30.27,-91.23,30.28,-91.26,1,0,0,0,50.00K,0.00K
LOUISIANA,1093,2006,October,F0,32.15,-92.01,32.17,-92.01,0,0,0,0,200.00K,0.00K
FLORIDA,656,2006,October,F1,29.71,-85,29.73,-84.98,0,0,0,0,1.00M,0.00K
NORTH CAROLINA,6054,2006,November,F1,35.7523,-80.8177,35.8413,-80.8244,1,0,1,0,110.00K,0.00K
GEORGIA,5059,2006,November,F0,32.3864,-85.0159,32.3877,-85.0153,0,0,0,0,0.50K,0.00K
ALABAMA,6410,2006,November,F0,31.971,-85.5444,31.971,-85.5444,0,0,0,0,10.00K,0.00K
LOUISIANA,1448,2006,October,F0,30.6046,-91,30.6045,-90.9715,0,0,0,0,250.00K,0.00K
NEW MEXICO,2044,2006,October,F1,32.22,-107.61,32.23,-107.62,0,0,0,0,0.00K,0.00K
IDAHO,1638,2006,October,F0,43.13,-113.91,43.12,-113.93,0,0,0,0,0.00K,0.00K
FLORIDA,9451,2006,December,F0,28.8,-81.87,28.8,-81.87,0,0,0,0,250.00K,0.00K
FLORIDA,9761,2006,December,F2,29.03,-81.3,29.0674,-81.2823,5,0,0,0,2.50M,0.00K
GEORGIA,6859,2006,December,F2,32.2714,-83.7339,32.2714,-83.7261,1,0,0,0,150.00K,250.00K
PENNSYLVANIA,7045,2006,December,F0,41.47,-75.13,41.37,-75.17,0,0,0,0,20.00K,0.00K
PENNSYLVANIA,7046,2006,December,F1,41.47,-75.05,41.48,-75,0,0,0,0,20.00K,0.00K
ALABAMA,5871,2006,November,F1,30.97,-87.68,30.98,-87.66,0,0,0,0,100.00K,0.00K
TEXAS,3589,2006,October,F1,28.55,-96.55,28.56,-96.54,0,0,0,0,100.00K,0.00K
LOUISIANA,6219,2006,November,F2,30.75,-90.54,30.75,-90.48,0,0,1,0,250.00K,0.00K
NORTH CAROLINA,6041,2006,November,F1,35.25,-81.08,35.25,-81.08,0,0,0,0,50.00K,0.00K
ALABAMA,6346,2006,November,F2,32.33,-86.24,32.41,-86.09,6,0,0,0,500.00K,0.00K
LOUISIANA,6220,2006,November,F1,30.78,-90.59,30.8,-90.55,2,0,0,0,250.00K,0.00K
NORTH CAROLINA,6044,2006,November,F0,35.47,-81.53,35.47,-81.53,0,0,0,0,0.00K,0.00K
NORTH CAROLINA,6048,2006,November,F2,35.53,-81.08,35.51,-81.08,0,0,0,0,0.00K,0.00K
ALABAMA,6482,2006,November,F0,32.68,-87.65,32.71,-87.62,0,0,0,0,10.00K,0.00K
