STATE,EVENT_ID,YEAR,MONTH_NAME,TOR_F_SCALE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS
KANSAS,5653904,1998,June,F0,39.97,-95.85,39.97,-95.85,0,0,0,0,,
KANSAS,5653905,1998,June,F0,39.93,-95.78,39.93,-95.78,0,0,0,0,,
KANSAS,5653906,1998,June,F0,39.95,-95.78,39.95,-95.78,0,0,0,0,,
KANSAS,5653907,1998,June,F1,39.93,-95.72,39.93,-95.72,0,0,0,0,,
NEBRASKA,5645649,1998,May,F0,40.45,-99.02,40.45,-99.02,0,0,0,0,0,20K
WEST VIRGINIA,5659186,1998,June,F0,38.05,-81.47,38.05,-81.45,0,0,0,0,10K,
MINNESOTA,5659023,1998,June,F0,43.68,-93.08,43.68,-93.08,0,0,0,0,,
MINNESOTA,5659024,1998,June,F0,43.68,-93.07,43.68,-93.07,0,0,0,0,,
MINNESOTA,5659025,1998,June,F0,44.4,-93.72,44.4,-93.72,0,0,0,0,,
MINNESOTA,5659026,1998,June,F0,44.5,-94.52,44.5,-94.52,0,0,0,0,,
MISSOURI,5645610,1998,May,F0,38.13,-92.83,38.13,-92.82,0,0,0,0,30K,
OHIO,5656309,1998,June,F0,40.45,-82.27,40.45,-82.27,0,0,0,0,10K,
WEST VIRGINIA,5658557,1998,June,F0,39.3,-78.07,39.3,-78.07,0,0,0,0,50K,
TENNESSEE,5641241,1998,April,F1,36.35,-86.43,36.37,-86.37,0,0,0,0,250K,
ILLINOIS,5641389,1998,April,F1,40.33,-90.03,40.43,-89.88,0,0,0,0,,0
ILLINOIS,5641390,1998,April,F0,40.02,-89.33,40.02,-89.33,0,0,0,0,0,0
SOUTH CAROLINA,5655939,1998,June,F0,33.82,-79.68,33.8,-79.67,0,0,0,0,10K,
SOUTH CAROLINA,5655940,1998,June,F1,33.85,-79.72,33.55,-79.65,0,0,0,0,72K,100K
KANSAS,5654373,1998,June,F0,38.7,-95.82,38.7,-95.82,0,0,0,0,,
TEXAS,5655623,1998,June,F0,33.8,-97.75,33.8,-97.75,0,0,0,0,0K,
ILLINOIS,5648447,1998,May,F1,39.43,-89.98,39.43,-89.97,0,0,0,0,50K,
NEBRASKA,5652362,1998,June,F1,41.45,-97.22,41.45,-97.22,0,0,0,0,,
NEBRASKA,5652363,1998,June,F2,41.6,-97.07,41.6,-96.98,0,0,0,0,,
NEBRASKA,5652364,1998,June,F1,41.4,-97.5,41.4,-97.5,0,0,0,0,,
FLORIDA,5640233,1998,March,F1,27.47,-80.33,27.47,-80.33,0,0,0,0,3.2M,
KANSAS,5638957,1998,April,F1,39.82,-100.63,39.82,-100.62,0,0,0,0,2K,
ALABAMA,5658331,1998,June,F1,31.12,-85.6,31.12,-85.6,0,0,0,0,150K,
TENNESSEE,5641015,1998,April,F3,36,-87.33,36,-87.3,5,0,0,0,.5M,
IOWA,5646777,1998,May,F1,41.47,-94.77,41.47,-94.77,0,0,0,0,75K,2K
COLORADO,5645942,1998,May,F0,38.48,-103.15,38.48,-103.15,0,0,0,0,,
IOWA,5662216,1998,May,F0,42.2,-91.75,42.2,-91.75,0,0,0,0,.5K,
NORTH CAROLINA,5648866,1998,May,F1,35.9,-79.62,35.87,-79.63,0,0,0,0,,
NORTH CAROLINA,5646443,1998,May,F4,35.87,-81.38,35.87,-81.32,2,0,0,0,1.1M,
MARYLAND,5658395,1998,June,F0,39.45,-77.37,39.45,-77.37,0,0,0,0,10K,
MARYLAND,5658397,1998,June,F1,39.57,-77.73,39.62,-77.73,1,0,0,0,200K,
MARYLAND,5658399,1998,June,F1,39.62,-77.73,39.65,-77.72,0,0,0,0,200K,
MARYLAND,5658402,1998,June,F1,39.7,-77.73,39.72,-77.72,0,0,0,0,10K,20K
KENTUCKY,5636336,1998,May,F2,37.22,-85.08,37.2,-85.07,0,0,0,0,300K,
NEBRASKA,5637522,1998,May,F0,40.35,-100.27,40.35,-100.27,0,0,0,0,,
IOWA,5646931,1998,May,F0,42.8,-94.75,42.8,-94.75,0,0,0,0,,.1K
NEBRASKA,5649662,1998,June,F1,40.58,-99.87,40.65,-99.78,4,0,0,0,500K,250K
NEBRASKA,5649670,1998,June,F0,40.08,-98.18,40.08,-98.18,0,0,0,0,0K,50K
IOWA,5663292,1998,May,F0,42.07,-91.82,42.07,-91.82,0,0,0,0,,
OKLAHOMA,5644019,1998,June,F0,35.08,-95.55,35.08,-95.55,0,0,0,0,,
PENNSYLVANIA,5660415,1998,May,F1,39.88,-75.87,39.88,-75.78,0,0,0,0,200K,
PENNSYLVANIA,5660416,1998,May,F1,39.9,-75.63,39.9,-75.62,0,0,0,0,300K,
COLORADO,5645944,1998,May,F1,37.97,-103.72,37.97,-103.7,0,0,0,0,50K,
ILLINOIS,5643738,1998,April,F1,37.35,-89.05,37.35,-89.02,1,0,0,0,60K,
OHIO,5656661,1998,June,F0,41.45,-82.72,41.45,-82.72,0,0,0,0,,
ILLINOIS,5663305,1998,May,F0,42.33,-89.77,42.33,-89.77,0,0,0,0,1K,
TEXAS,5637059,1998,April,F0,32.73,-99.42,32.73,-99.42,0,0,0,0,,
ALABAMA,5647501,1998,May,F1,34.9,-86.75,34.9,-86.75,0,0,0,0,100K,0K
MINNESOTA,5660234,1998,June,F0,46.23,-93.7,46.23,-93.52,0,0,0,0,,
LOUISIANA,5628978,1998,January,F1,30.75,-92.42,30.75,-92.42,0,0,0,0,150K,
NEBRASKA,5643970,1998,May,F2,42.55,-97.13,42.55,-97.02,1,0,0,0,,
TENNESSEE,5644086,1998,May,F1,35.03,-84.42,35.03,-84.33,0,0,0,0,100K,50K
NORTH CAROLINA,5644087,1998,May,F1,35.03,-84.33,35.02,-84.15,0,0,0,0,75K,75K
NEVADA,5656377,1998,June,F0,39.6,-119.25,39.6,-119.25,0,0,0,0,,
LOUISIANA,5631501,1998,January,F0,30.27,-89.8,30.27,-89.8,0,0,0,0,.2K,
WISCONSIN,5649322,1998,May,F3,44.6,-91.83,44.67,-91.83,6,0,0,0,100K,
WISCONSIN,5649323,1998,May,F1,44.68,-91.78,44.93,-91.68,1,0,0,0,1.9M,
LOUISIANA,5627661,1998,January,F0,31.62,-93.3,31.58,-93.28,0,0,0,0,0,0
NEW YORK,5656894,1998,June,F1,42.53,-75.88,42.53,-75.88,0,0,0,0,150K,
FLORIDA,5627116,1998,January,F0,25.77,-80.2,25.77,-80.2,0,0,0,0,30K,
PENNSYLVANIA,5633284,1998,April,F1,39.92,-77.22,39.92,-77.22,0,0,0,0,,
WISCONSIN,5649059,1998,May,F0,45.58,-91.27,45.58,-91.27,0,0,0,0,,
WISCONSIN,5649060,1998,May,F0,45.57,-91.1,45.57,-91.1,0,0,0,0,,
WISCONSIN,5649061,1998,May,F2,44.88,-91.77,44.83,-91.77,8,0,0,0,400K,
UTAH,5665263,1998,May,F0,40.65,-112.03,40.65,-112.03,0,0,0,0,5K,.2K
PENNSYLVANIA,5633285,1998,April,F0,41.03,-76.67,41.03,-76.67,0,0,0,0,,
ARKANSAS,5647136,1998,May,F0,33.23,-91.52,33.23,-91.52,0,0,0,0,,
MINNESOTA,5659119,1998,June,F1,43.65,-93.18,43.65,-93.17,0,0,0,0,,
MINNESOTA,5659120,1998,June,F0,44.33,-94.27,44.3,-94.23,0,0,0,0,,
MINNESOTA,5659121,1998,June,F0,44.35,-93.07,44.35,-93.07,0,0,0,0,,
NORTH DAKOTA,5666734,1998,August,F0,48.68,-97.73,48.68,-97.73,0,0,0,0,,
CALIFORNIA,5662307,1998,March,F0,37.67,-121.33,37.67,-121.33,0,0,0,0,1K,
GEORGIA,5639751,1998,April,F2,33.88,-84.52,33.88,-84.47,0,0,0,0,15M,
WISCONSIN,5642216,1998,May,F0,44.57,-91.83,44.63,-91.77,0,0,0,0,20K,
IDAHO,5636883,1998,April,F0,42.92,-115.83,42.92,-115.83,0,0,0,0,,
ILLINOIS,5636886,1998,April,F1,38.5,-88.95,38.58,-88.75,0,0,0,0,,
LOUISIANA,5637012,1998,April,F1,32.97,-93.13,32.97,-93.13,0,0,0,0,70K,
MONTANA,5662514,1998,August,F0,46.1,-107.53,46.07,-106.9,0,0,0,0,200K,
MONTANA,5662515,1998,August,F0,46.03,-107.45,46.03,-107.25,0,0,0,0,100K,
VIRGINIA,5639810,1998,March,F0,37.77,-76.42,37.28,-76.4,0,0,0,0,20K,
TENNESSEE,5641239,1998,April,F2,36.4,-86.93,36.45,-86.8,3,0,0,0,.5M,
TENNESSEE,5641243,1998,April,F2,36.47,-85.77,36.5,-85.6,0,0,0,0,100K,
TENNESSEE,5641244,1998,April,F2,36.45,-86.48,36.4,-86.32,0,0,0,0,200K,
ILLINOIS,5641461,1998,April,F2,39.67,-88.47,39.75,-88.38,4,0,0,0,,0
ILLINOIS,5641464,1998,April,F0,40.23,-89.37,40.23,-89.37,0,0,0,0,0,0
ILLINOIS,5641466,1998,April,F0,39.72,-88.13,39.72,-88.13,0,0,0,0,,0
NEBRASKA,5644554,1998,May,F0,40.73,-101.87,40.73,-101.87,0,0,0,0,,
IOWA,5654289,1998,June,F1,41.38,-93.75,41.52,-93.63,0,0,0,0,5K,2K
FLORIDA,5655038,1998,June,F0,26.83,-81.08,26.83,-81.08,0,0,0,0,,
NORTH DAKOTA,5630583,1998,May,F0,47.97,-100.53,47.97,-100.53,0,0,0,0,,
ILLINOIS,5666459,1998,June,F1,41.17,-91,41.17,-91,0,0,0,0,5K,
ILLINOIS,5662164,1998,April,F0,41.53,-89.92,41.53,-89.92,0,0,0,0,,.1K
ILLINOIS,5662165,1998,April,F0,41.2,-90.6,41.2,-90.6,0,0,0,0,,
NORTH DAKOTA,5630586,1998,May,F0,48.37,-100.15,48.28,-99.98,0,0,0,0,,
LOUISIANA,5669740,1998,August,F0,29.55,-90.62,29.55,-90.62,0,0,0,0,,
MISSOURI,5650619,1998,June,F1,39.9,-92.48,39.9,-92.48,0,0,0,0,10K,
MISSOURI,5650620,1998,June,F0,40.23,-92.62,40.3,-92.58,0,0,0,0,,
NEBRASKA,5650674,1998,June,F0,41.23,-104.05,41.23,-103.95,0,0,0,0,0,0
INDIANA,5642671,1998,May,F0,41.28,-84.92,41.28,-84.92,0,0,0,0,,
FLORIDA,5649351,1998,March,F0,27.48,-81.65,27.55,-81.58,0,0,0,0,75K,0
PENNSYLVANIA,5665436,1998,June,F2,40.12,-75.03,40.08,-74.95,0,0,0,0,1.8M,0
KENTUCKY,5638636,1998,April,F3,37.12,-85.43,37.23,-85.07,0,0,0,0,3M,
MINNESOTA,5638760,1998,March,F4,44.12,-94.9,44.23,-94.37,16,0,1,0,45M,
MINNESOTA,5638765,1998,March,F2,44.55,-93.25,44.55,-93.18,0,0,0,0,,
MINNESOTA,5638766,1998,March,F0,44.68,-92.93,44.68,-92.92,0,0,0,0,,
MINNESOTA,5638768,1998,March,F4,44.25,-94.33,44.27,-94.27,0,0,0,0,,
MINNESOTA,5638769,1998,March,F3,44.33,-93.95,44.4,-93.83,0,0,0,0,,
TEXAS,5640834,1998,May,F0,33.12,-99.93,33.12,-99.93,0,0,0,0,,
NEBRASKA,5655206,1998,July,F1,42.47,-100.2,42.45,-100,0,0,0,0,15K,
NEBRASKA,5655207,1998,July,F0,42.42,-99.85,42.42,-99.85,0,0,0,0,,
NEBRASKA,5655208,1998,July,F0,42.37,-99.7,42.37,-99.7,0,0,0,0,,
OKLAHOMA,5644987,1998,May,F0,35.65,-95.65,35.65,-95.65,0,0,0,0,,
ILLINOIS,5636720,1998,April,F1,38.72,-90.13,38.82,-89.95,0,0,0,0,800K,
SOUTH DAKOTA,5654038,1998,June,F0,45.32,-96.92,45.32,-96.92,0,0,0,0,,
COLORADO,5662882,1998,July,F0,38.37,-104.83,38.32,-104.72,0,0,0,0,7K,
PENNSYLVANIA,5657313,1998,June,F0,40.48,-78.9,40.48,-78.83,0,0,0,0,,
ILLINOIS,5641460,1998,April,F2,39.65,-88.52,39.65,-88.48,4,0,0,0,100K,0
MINNESOTA,5641937,1998,May,F1,44,-92.27,44.12,-92.27,0,0,0,0,50K,
ILLINOIS,5666460,1998,June,F0,40.73,-90.52,40.73,-90.52,0,0,0,0,2K,
OKLAHOMA,5648393,1998,March,F0,35.1,-96.13,35.1,-96.13,0,0,0,0,,
SOUTH CAROLINA,5639369,1998,May,F0,33.62,-81.75,33.62,-81.75,0,0,0,0,0,
WEST VIRGINIA,5640266,1998,May,F1,39.33,-80.42,39.33,-80.35,1,0,0,0,600K,
KENTUCKY,5638637,1998,April,F0,36.88,-86.22,36.88,-86.13,0,0,0,0,10K,
ARKANSAS,5644788,1998,May,F0,33.65,-92.8,33.67,-92.75,0,0,0,0,,
ILLINOIS,5641378,1998,April,F1,40.2,-90.15,40.2,-90.15,0,0,0,0,,0
NEBRASKA,5641518,1998,May,F0,42,-104,42,-103.98,0,0,0,0,0,0
FLORIDA,5668485,1998,August,F0,26.13,-81.8,26.13,-81.8,0,0,0,0,,
ARKANSAS,5644789,1998,May,F1,34.47,-93.1,34.47,-93.03,0,0,0,0,500K,
TEXAS,5641265,1998,May,F0,31.57,-100.08,31.57,-100.08,0,0,0,0,1K,
NORTH CAROLINA,5638158,1998,March,F1,36.32,-80.07,36.33,-80.05,3,0,0,0,100K,
NEW YORK,5656811,1998,June,F1,42.58,-75.85,42.58,-75.85,0,0,0,0,250K,
WYOMING,5641520,1998,May,F0,42.67,-104.1,42.67,-104.07,0,0,0,0,0,0
PENNSYLVANIA,5656998,1998,June,F1,41.68,-76.03,41.7,-75.85,0,0,0,0,300K,
TENNESSEE,5640785,1998,April,F1,35.48,-86.08,35.48,-86.07,0,0,0,0,50K,
SOUTH DAKOTA,5653042,1998,June,F0,43.57,-101.67,43.57,-101.67,0,0,0,0,,
KANSAS,5654018,1998,June,F0,39.37,-95.75,39.37,-95.75,0,0,0,0,,
NORTH CAROLINA,5633936,1998,April,F0,35.05,-77.63,35.05,-77.63,0,0,0,0,,
OKLAHOMA,5667974,1998,June,F2,35.48,-97.53,35.48,-97.53,17,0,0,0,1M,
TEXAS,5666669,1998,August,F1,30.43,-98.03,30.43,-98.03,0,0,0,0,30K,0
KENTUCKY,5636347,1998,May,F0,37.92,-84.87,37.92,-84.83,0,0,0,0,5K,
ALABAMA,5668229,1998,September,F0,32.45,-85.12,32.47,-85.12,0,0,0,0,0K,0K
MICHIGAN,5662065,1998,August,F1,41.83,-86.25,41.82,-86.22,0,0,0,0,1.1M,
NORTH DAKOTA,5665468,1998,July,F0,49.07,-102.65,49.02,-102.58,0,0,0,0,,
PENNSYLVANIA,5669105,1998,June,F0,40.32,-79.8,40.32,-79.8,0,0,0,0,5K,
NEW YORK,5678157,1998,June,F0,42.57,-75.33,42.57,-75.33,0,0,0,0,1K,
INDIANA,5657853,1998,July,F1,40.45,-86.9,40.45,-86.9,0,0,0,0,200K,
ARKANSAS,5641109,1998,April,F0,34.7,-92.55,34.77,-92.53,0,0,0,0,,
ARKANSAS,5641883,1998,April,F0,35.22,-90.2,35.22,-90.2,0,0,0,0,1K,
WYOMING,5660490,1998,August,F0,41.23,-104.68,41.28,-104.63,0,0,0,0,0,0
ALABAMA,5637492,1998,April,F0,34.02,-86.4,34.03,-86.37,0,0,0,0,15K,20K
ALABAMA,5637493,1998,April,F1,34,-86.77,34.02,-86.75,0,0,0,0,45K,15K
ALABAMA,5637494,1998,April,F1,34,-86.75,34,-86.72,0,0,0,0,25K,25K
ILLINOIS,5641530,1998,April,F0,39.8,-87.67,39.8,-87.67,0,0,0,0,,0
ILLINOIS,5641532,1998,April,F0,39.9,-87.78,39.9,-87.78,0,0,0,0,0,0
NORTH CAROLINA,5646326,1998,May,F1,36.35,-80.62,36.35,-80.57,0,0,0,0,800K,
NORTH DAKOTA,5665469,1998,July,F0,48.88,-102.37,48.77,-102.25,0,0,0,0,,
ALABAMA,5637495,1998,April,F0,33.92,-87.03,33.92,-86.98,0,0,0,0,25K,5K
LOUISIANA,5670013,1998,September,F2,29.55,-90.35,29.57,-90.4,6,0,1,0,.5M,
OHIO,5641368,1998,April,F0,41.1,-81.63,41.1,-81.63,0,0,0,0,2K,
OHIO,5641369,1998,April,F0,41.32,-82.02,41.32,-82.02,0,0,0,0,,
OHIO,5641370,1998,April,F0,41.23,-81.05,41.23,-81.05,0,0,0,0,,
FLORIDA,5649181,1998,March,F1,27.35,-82.5,27.35,-82.5,0,0,0,0,500K,0
TENNESSEE,5641234,1998,April,F3,35.42,-87.07,35.55,-86.9,8,0,0,0,4M,
TENNESSEE,5641235,1998,April,F3,36.53,-85.18,36.62,-85.08,4,0,0,0,10M,1M
ILLINOIS,5662160,1998,April,F1,40.92,-90.65,40.92,-90.65,0,0,0,0,8K,
GEORGIA,5639289,1998,April,F1,33.28,-84.22,33.33,-84.17,0,0,0,0,400K,
OHIO,5641371,1998,April,F0,41.25,-80.88,41.25,-80.88,0,0,0,0,,
SOUTH CAROLINA,5636649,1998,May,F0,33.02,-80.18,33.02,-80.18,0,0,0,0,,
ILLINOIS,5662158,1998,April,F0,40.87,-90.63,40.87,-90.63,0,0,0,0,0,
ILLINOIS,5641469,1998,April,F0,39.72,-88.1,39.72,-88.1,0,0,0,0,,0
PENNSYLVANIA,5641345,1998,April,F1,40.75,-80.22,40.75,-80.22,0,0,0,0,10K,
NEBRASKA,5661950,1998,July,F0,41.23,-103.95,41.23,-103.95,0,0,0,0,0,0
KENTUCKY,5638634,1998,April,F3,36.83,-86.08,36.98,-85.72,9,0,2,0,10M,
PENNSYLVANIA,5649624,1998,May,F2,41.37,-75.17,41.37,-75.13,0,0,0,0,400K,
ILLINOIS,5662159,1998,April,F0,40.92,-90.63,40.92,-90.63,0,0,0,0,0,
IOWA,5641618,1998,April,F0,42.25,-94.07,42.25,-94.07,0,0,0,0,.2K,
ILLINOIS,5662161,1998,April,F1,40.93,-90.62,40.93,-90.62,0,0,0,0,3K,
IOWA,5662153,1998,April,F0,40.63,-91.32,40.63,-91.32,0,0,0,0,0,
COLORADO,5662973,1998,July,F0,38.17,-102.75,38.17,-102.75,0,0,0,0,,
NEVADA,5662452,1998,July,F0,39.62,-119.87,39.62,-119.87,0,0,0,0,,
SOUTH CAROLINA,5643382,1998,April,F0,34.35,-82.12,34.4,-82.07,0,0,0,0,70K,
MINNESOTA,5659207,1998,July,F0,44.95,-95.03,44.95,-95.03,0,0,0,0,,
MISSOURI,5636457,1998,April,F0,38.82,-90.95,38.8,-90.73,0,0,0,0,,
ALABAMA,5668228,1998,September,F0,32.47,-85.2,32.47,-85.22,0,0,0,0,0K,2K
ILLINOIS,5641453,1998,April,F0,39.62,-88.93,39.62,-88.93,0,0,0,0,0,0
SOUTH CAROLINA,5636648,1998,May,F0,33.27,-80.53,33.25,-80.5,0,0,0,0,4.5K,
GEORGIA,5639379,1998,April,F2,32.18,-81.42,32.23,-81.3,1,0,0,0,.5M,
GEORGIA,5639380,1998,April,F2,31.83,-81.78,31.85,-81.75,24,0,3,0,.2M,
COLORADO,5662683,1998,July,F0,39.72,-104.3,39.72,-104.3,0,0,0,0,0,0
ILLINOIS,5649542,1998,May,F0,39.8,-87.65,39.8,-87.65,0,0,0,0,0,0
NEBRASKA,5649139,1998,June,F0,40.5,-101.05,40.5,-101.05,0,0,0,0,,
IOWA,5656322,1998,July,F0,42.5,-96.38,42.5,-96.38,0,0,0,0,,
KANSAS,5649216,1998,June,F0,38.13,-96.78,38.13,-96.78,0,0,0,0,10K,
KENTUCKY,5638633,1998,April,F1,36.88,-86.57,36.82,-86.23,0,0,0,0,100K,
PENNSYLVANIA,5669113,1998,June,F2,39.75,-79.65,39.72,-79.57,0,0,0,0,3M,2M
TENNESSEE,5640715,1998,April,F0,35.17,-87.35,35.17,-87.35,0,0,0,0,,
MINNESOTA,5638770,1998,March,F4,44.23,-94.35,44.25,-94.33,0,0,0,0,,
ILLINOIS,5641534,1998,April,F0,39.82,-87.83,39.82,-87.83,0,0,0,0,0,0
ILLINOIS,5641536,1998,April,F0,39.82,-87.6,39.82,-87.6,0,0,0,0,,0
TEXAS,5643693,1998,April,F0,33.75,-101.38,33.75,-101.38,0,0,0,0,0,0
GEORGIA,5639381,1998,April,F0,33.35,-84.15,33.35,-84.12,1,0,0,0,100K,
NORTH CAROLINA,5633935,1998,April,F1,35.23,-77.62,35.23,-77.62,3,0,0,0,90K,
SOUTH CAROLINA,5636650,1998,May,F2,33.02,-80.12,32.98,-80.03,7,0,1,0,5M,
SOUTH CAROLINA,5636651,1998,May,F0,33.42,-79.93,33.4,-79.92,0,0,0,0,3K,
IOWA,5646645,1998,May,F1,42.67,-93.88,42.83,-93.78,0,0,0,0,50K,.5K
IOWA,5646646,1998,May,F1,42,-95.33,42.02,-95.28,0,0,0,0,100K,.5K
IOWA,5646647,1998,May,F0,42.02,-95.35,42.02,-95.35,0,0,0,0,,
IOWA,5646650,1998,May,F0,41.08,-92.52,41.08,-92.52,0,0,0,0,,
IOWA,5646651,1998,May,F0,42.25,-94.88,42.25,-94.88,0,0,0,0,,
OHIO,5654938,1998,July,F1,41,-83.92,41,-83.92,0,0,0,0,40K,
WEST VIRGINIA,5659177,1998,June,F1,38.62,-82.02,38.62,-82.02,0,0,0,0,20K,
CALIFORNIA,5662315,1998,April,F0,38.63,-121.38,38.63,-121.38,0,0,0,0,10K,
COLORADO,5662577,1998,July,F0,40.75,-104.7,40.75,-104.7,0,0,0,0,0,0
SOUTH CAROLINA,5652019,1998,June,F1,34.6,-81.47,34.6,-81.47,0,0,0,0,,
PENNSYLVANIA,5668871,1998,June,F1,40.63,-80.4,40.67,-80.33,0,0,0,0,.4M,
CALIFORNIA,5674778,1998,December,F1,38.45,-122.7,38.45,-122.7,0,0,0,0,1M,
CALIFORNIA,5674779,1998,December,F0,37.93,-122.35,37.93,-122.35,0,0,0,0,200K,
CALIFORNIA,5674780,1998,December,F0,36.98,-122.02,36.98,-122.02,0,0,0,0,50K,
GEORGIA,5639352,1998,May,F2,33.77,-82.47,33.77,-82.47,8,0,0,0,300K,
GEORGIA,5639353,1998,May,F1,33.75,-82.38,33.75,-82.38,0,0,0,0,50K,
GEORGIA,5639354,1998,May,F2,33.72,-82.3,33.72,-82.3,0,0,0,0,350K,
TEXAS,5643307,1998,March,F0,34.37,-101.62,34.37,-101.62,0,0,0,0,0,0
VIRGINIA,5663039,1998,July,F0,39.28,-78.22,39.32,-78.22,0,0,0,0,10K,
KENTUCKY,5644949,1998,May,F1,36.62,-83.88,36.6,-83.87,0,0,0,0,200K,0
NORTH CAROLINA,5633938,1998,April,F0,35.33,-77.2,35.33,-77.2,0,0,0,0,,
OKLAHOMA,5660067,1998,April,F0,34.43,-97.65,34.43,-97.65,0,0,0,0,,
NORTH CAROLINA,5642746,1998,March,F2,36.22,-78.82,36.25,-78.78,1,0,0,0,600K,
WYOMING,5642168,1998,May,F0,41.22,-104.33,41.22,-104.33,0,0,0,0,0,0
ARKANSAS,5642005,1998,April,F4,35.87,-90.18,35.9,-90.13,12,0,2,0,350K,
SOUTH CAROLINA,5664131,1998,September,F2,33.18,-80,33.25,-79.95,9,0,0,0,2.8M,
KENTUCKY,5643831,1998,April,F1,36.85,-88.72,36.85,-88.63,0,0,0,0,.2M,
CALIFORNIA,5640770,1998,May,F0,34.22,-119.08,34.22,-119.08,0,0,0,0,,
SOUTH DAKOTA,5656893,1998,July,F0,43.23,-96.7,43.23,-96.7,0,0,0,0,,
ILLINOIS,5641451,1998,April,F0,39.63,-89.05,39.63,-89.05,0,0,0,0,0,0
PENNSYLVANIA,5668987,1998,June,F1,40.13,-79.4,40.12,-79.23,1,0,0,0,200K,
OHIO,5678160,1998,June,F1,40.77,-84.78,40.78,-84.77,0,0,0,0,25K,
ARKANSAS,5641202,1998,April,F0,34.73,-92.07,34.75,-92.05,0,0,0,0,,
UTAH,5663893,1998,August,F1,41.22,-111.48,41.22,-111.48,6,0,0,0,10K,2K
NORTH CAROLINA,5652178,1998,June,F0,36.33,-81.83,36.33,-81.8,0,0,0,0,20K,
GEORGIA,5637343,1998,April,F0,32.15,-85.02,32.15,-85.02,0,0,0,0,10K,5K
ALABAMA,5637344,1998,April,F1,33.67,-88.18,33.7,-88.1,0,0,0,0,30K,45K
TEXAS,5637060,1998,April,F0,32.73,-99.38,32.73,-99.38,0,0,0,0,2K,
OHIO,5642695,1998,May,F0,41.1,-84.27,41.1,-84.27,0,0,0,0,,
COLORADO,5664376,1998,August,F0,39.05,-108.6,39.05,-108.6,0,0,0,0,,
COLORADO,5662997,1998,July,F0,38.1,-103.3,38.1,-103.3,0,0,0,0,,
NORTH CAROLINA,5660952,1998,August,F0,35.78,-76.08,35.78,-76.08,0,0,0,0,40K,
NORTH CAROLINA,5660953,1998,August,F0,35.62,-76.87,35.62,-76.87,0,0,0,0,,
NORTH CAROLINA,5660954,1998,August,F0,35.72,-76.65,35.72,-76.65,0,0,0,0,65K,
ARKANSAS,5641108,1998,April,F1,34.5,-92.7,34.7,-92.55,0,0,0,0,,
SOUTH CAROLINA,5643383,1998,April,F0,35.1,-81.27,35.1,-81.27,0,0,0,0,.5K,
SOUTH CAROLINA,5643384,1998,April,F0,34.92,-81.03,34.92,-81.03,0,0,0,0,,
KENTUCKY,5642799,1998,April,F2,36.62,-84.77,36.65,-84.7,0,0,0,0,15K,0
NORTH CAROLINA,5660951,1998,August,F1,34.97,-77.68,34.97,-77.68,0,0,0,0,85K,
WEST VIRGINIA,5663069,1998,July,F1,39.32,-78.05,39.32,-78.03,0,0,0,0,80K,10K
ALABAMA,5637590,1998,April,F0,32.75,-86.83,32.73,-86.83,0,0,0,0,0K,0K
NEBRASKA,5642295,1998,May,F0,41.12,-104.07,41.12,-104.07,0,0,0,0,0,0
WYOMING,5642296,1998,May,F0,43.48,-104.45,43.53,-104.45,0,0,0,0,0,0
NORTH CAROLINA,5638894,1998,March,F1,34.48,-79.03,34.48,-79.03,1,0,0,0,20K,
COLORADO,5663001,1998,July,F0,38.87,-104.73,38.87,-104.73,0,0,0,0,,
COLORADO,5663002,1998,July,F0,38.1,-102.62,38.1,-102.62,0,0,0,0,,
NEW YORK,5658851,1998,June,F1,40.95,-73.02,40.95,-73.02,0,0,0,0,,
CONNECTICUT,5658853,1998,June,F0,41.4,-72.45,41.4,-72.45,0,0,0,0,,
COLORADO,5637133,1998,May,F0,39.52,-102.75,39.52,-102.75,0,0,0,0,,
COLORADO,5637135,1998,May,F0,39.28,-102.53,39.28,-102.53,0,0,0,0,,
TENNESSEE,5644085,1998,May,F1,35.13,-84.88,35.13,-84.78,0,0,0,0,375K,
KENTUCKY,5638635,1998,April,F2,37,-85.7,36.98,-85.57,0,0,1,0,5M,
COLORADO,5663359,1998,July,F0,39.7,-104.05,39.7,-104.05,0,0,0,0,0,0
ILLINOIS,5641376,1998,April,F2,40.08,-90.27,40.1,-90.22,0,0,0,0,,0
ALABAMA,5637591,1998,April,F0,32.43,-87.23,32.43,-87.23,0,0,0,0,0K,0K
IOWA,5662012,1998,June,F0,42.75,-96.6,42.75,-96.6,0,0,0,0,,
FLORIDA,5658245,1998,June,F0,30.93,-86.07,30.93,-86.07,0,0,0,0,,
FLORIDA,5658246,1998,June,F0,30.9,-86.22,30.9,-86.22,0,0,0,0,,
MICHIGAN,5647388,1998,May,F0,44.97,-84.1,44.97,-84.1,0,0,0,0,,
ILLINOIS,5636872,1998,April,F1,38.43,-89.27,38.45,-89.23,0,0,0,0,20K,
KANSAS,5653781,1998,June,F0,38.38,-96.2,38.38,-96.2,0,0,0,0,,
TENNESSEE,5641238,1998,April,F2,36.47,-87.4,36.53,-87.32,0,0,0,0,100K,
