STATE,EVENT_ID,YEAR,MONTH_NAME,FLOOD_CAUSE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS
WISCONSIN,5389513,2004,March,,,,,,0,0,0,0,405.5K,
OKLAHOMA,5389663,2004,March,,,,,,0,0,0,0,,
OKLAHOMA,5389664,2004,March,,,,,,0,0,0,0,,
OKLAHOMA,5389665,2004,March,,,,,,0,0,0,0,,
OKLAHOMA,5389666,2004,March,,,,,,0,0,0,0,,
OKLAHOMA,5389667,2004,March,,,,,,0,0,0,0,,
OKLAHOMA,5389659,2004,March,,,,,,0,0,0,0,,
OKLAHOMA,5389660,2004,March,,,,,,0,0,0,0,,
OKLAHOMA,5389661,2004,March,,,,,,0,0,0,0,,
OKLAHOMA,5389662,2004,March,,,,,,0,0,0,0,,
INDIANA,5389547,2004,April,,,,,,0,0,0,0,,
ILLINOIS,5389548,2004,April,,,,,,0,0,0,0,,
MICHIGAN,5390170,2004,March,,,,,,0,0,0,0,,
IOWA,5393575,2004,May,,,,,,0,0,0,0,.1M,.2980392156862745M
IOWA,5393576,2004,May,,,,,,0,0,0,0,.1M,.2980392156862745M
IOWA,5393577,2004,May,,,,,,0,0,0,0,.1M,.2980392156862745M
IOWA,5393578,2004,May,,,,,,0,0,0,0,.1M,.2980392156862745M
IOWA,5393579,2004,May,,,,,,0,0,0,0,.1M,.2980392156862745M
IOWA,5393580,2004,May,,,,,,0,0,0,0,.1M,.2980392156862745M
IOWA,5393581,2004,May,,,,,,0,0,0,0,.1M,.2980392156862745M
IOWA,5393582,2004,May,,,,,,0,0,0,0,.1M,.2980392156862745M
IOWA,5393583,2004,May,,,,,,0,0,0,0,.1M,.2980392156862745M
IOWA,5393584,2004,May,,,,,,0,0,0,0,.1M,.2980392156862745M
IOWA,5393585,2004,May,,,,,,0,0,0,0,.1M,.2980392156862745M
MISSOURI,5391595,2004,April,,,,,,0,0,0,0,,
MISSOURI,5391596,2004,April,,,,,,0,0,0,0,,
NEW JERSEY,5392828,2004,February,,,,,,0,0,0,0,,
NEW JERSEY,5392837,2004,February,,,,,,0,0,0,0,,
ILLINOIS,5390196,2004,March,,,,,,0,0,0,0,,
MICHIGAN,5390168,2004,March,,,,,,0,0,0,0,50K,
ILLINOIS,5390195,2004,March,,,,,,0,0,0,0,,
PENNSYLVANIA,5392829,2004,February,,,,,,0,0,0,0,,
MICHIGAN,5391131,2004,April,,,,,,0,0,0,0,,
KANSAS,5390481,2004,April,,,,,,0,0,0,0,,
INDIANA,5389246,2004,April,,,,,,0,0,0,0,,
INDIANA,5389247,2004,April,,,,,,0,0,0,0,,
WISCONSIN,5389512,2004,March,,,,,,0,0,0,0,,
WEST VIRGINIA,5387390,2004,April,,,,,,0,0,0,0,4K,
WEST VIRGINIA,5387391,2004,April,,,,,,0,0,0,0,,
WEST VIRGINIA,5387289,2004,April,,,,,,0,0,0,0,,
MONTANA,5388844,2004,March,,,,,,0,0,0,0,,
MONTANA,5388845,2004,March,,,,,,0,0,0,0,,
MONTANA,5388846,2004,March,,,,,,0,0,0,0,,
MISSOURI,5388902,2004,March,,,,,,0,0,0,0,,
MISSOURI,5388903,2004,March,,,,,,0,0,0,0,,
MONTANA,5388847,2004,March,,,,,,0,0,0,0,,
MISSOURI,5388916,2004,March,,,,,,0,0,0,0,,
MISSOURI,5388917,2004,March,,,,,,0,0,0,0,,
KANSAS,5387714,2004,March,,,,,,0,0,0,0,,
KANSAS,5387715,2004,March,,,,,,0,0,0,0,,
OHIO,5386392,2004,January,,,,,,0,0,0,0,250K,
SOUTH CAROLINA,5388152,2004,February,,,,,,0,0,0,0,,
SOUTH CAROLINA,5388153,2004,February,,,,,,0,0,0,0,,
NORTH CAROLINA,5388154,2004,February,,,,,,0,0,0,0,,
NORTH CAROLINA,5388155,2004,February,,,,,,0,0,0,0,,
NORTH CAROLINA,5388156,2004,February,,,,,,0,0,0,0,,
MICHIGAN,5388811,2004,March,,,,,,0,0,0,0,,
MICHIGAN,5388812,2004,March,,,,,,0,0,0,0,,
PUERTO RICO,5389370,2004,March,,,,,,0,0,0,0,,
PUERTO RICO,5389371,2004,March,,,,,,0,0,0,0,,
MICHIGAN,5388806,2004,March,,,,,,0,0,0,0,,
WISCONSIN,5389516,2004,March,,,,,,0,0,0,0,,
MICHIGAN,5388807,2004,March,,,,,,0,0,0,0,,
MICHIGAN,5388808,2004,March,,,,,,0,0,0,0,,
MICHIGAN,5388809,2004,March,,,,,,0,0,0,0,,
MICHIGAN,5388810,2004,March,,,,,,0,0,0,0,,
WEST VIRGINIA,5387392,2004,April,,,,,,0,0,0,0,4K,
WEST VIRGINIA,5387393,2004,April,,,,,,0,0,0,0,,
MISSOURI,5389264,2004,March,,,,,,0,0,0,0,,
MISSOURI,5389265,2004,March,,,,,,0,0,0,0,,
NORTH DAKOTA,5389704,2004,March,,,,,,0,0,0,0,,
NORTH DAKOTA,5389705,2004,March,,,,,,0,0,0,0,,
NORTH DAKOTA,5389706,2004,March,,,,,,0,0,0,0,340K,
WISCONSIN,5389515,2004,March,,,,,,0,0,0,0,1M,
OKLAHOMA,5389115,2004,March,,,,,,0,0,0,0,,
MONTANA,5388926,2004,March,,,,,,0,0,0,0,,
KANSAS,5389263,2004,March,,,,,,0,0,0,0,,
OKLAHOMA,5389112,2004,March,,,,,,0,0,0,0,,
KENTUCKY,5387545,2004,April,,,,,,0,0,0,0,,
KENTUCKY,5387546,2004,April,,,,,,0,0,0,0,,
NEW YORK,5388475,2004,March,,,,,,0,0,0,0,20K,
WISCONSIN,5389497,2004,March,,,,,,0,0,0,0,,
WEST VIRGINIA,5387290,2004,April,,,,,,0,0,0,0,,
KENTUCKY,5387298,2004,March,,,,,,0,0,0,0,0K,0K
KENTUCKY,5387299,2004,March,,,,,,0,0,0,0,0K,0K
WEST VIRGINIA,5386873,2004,March,,,,,,0,0,0,0,,
PENNSYLVANIA,5385687,2004,February,,,,,,0,0,0,0,,
MARYLAND,5386471,2004,February,,,,,,0,0,0,0,,
MARYLAND,5386472,2004,February,,,,,,0,0,0,0,,
MARYLAND,5386874,2004,March,,,,,,0,0,0,0,,
PENNSYLVANIA,5386875,2004,March,,,,,,0,0,0,0,,
PENNSYLVANIA,5386876,2004,March,,,,,,0,0,0,0,,
PENNSYLVANIA,5386877,2004,March,,,,,,0,0,0,0,,
PENNSYLVANIA,5387431,2004,April,,,,,,0,0,0,0,7K,
WEST VIRGINIA,5387432,2004,April,,,,,,0,0,0,0,,
PENNSYLVANIA,5387433,2004,April,,,,,,0,0,1,0,25K,
PENNSYLVANIA,5387434,2004,April,,,,,,0,0,0,0,,
PENNSYLVANIA,5387430,2004,April,,,,,,0,0,0,0,8K,
ILLINOIS,5386993,2004,March,,,,,,0,0,0,0,,
MISSOURI,5388904,2004,March,,,,,,0,0,0,0,,
MISSOURI,5388905,2004,March,,,,,,0,0,0,0,,
MISSOURI,5388906,2004,March,,,,,,0,0,0,0,,
MISSOURI,5388907,2004,March,,,,,,0,0,0,0,,
MISSOURI,5388909,2004,March,,,,,,0,0,0,0,,
MISSOURI,5388910,2004,March,,,,,,0,0,0,0,,
MISSOURI,5388911,2004,March,,,,,,0,0,0,0,,
MISSOURI,5388912,2004,March,,,,,,0,0,0,0,,
MISSOURI,5388913,2004,March,,,,,,0,0,0,0,,
MISSOURI,5388914,2004,March,,,,,,0,0,0,0,,
MISSOURI,5388915,2004,March,,,,,,0,0,0,0,,
KANSAS,5387711,2004,March,,,,,,0,0,0,0,,
KANSAS,5387712,2004,March,,,,,,0,0,0,0,,
KANSAS,5387713,2004,March,,,,,,0,0,0,0,,
MARYLAND,5386469,2004,February,,,,,,0,0,0,0,,
MARYLAND,5386470,2004,February,,,,,,0,0,0,0,,
WEST VIRGINIA,5386580,2004,February,,,,,,0,0,0,0,,
MISSOURI,5386994,2004,March,,,,,,0,0,0,0,,
PENNSYLVANIA,5387435,2004,April,,,,,,0,0,0,0,,
MICHIGAN,5388804,2004,March,,,,,,0,0,0,0,,
MICHIGAN,5388805,2004,March,,,,,,0,0,0,0,,
WEST VIRGINIA,5386581,2004,February,,,,,,0,0,0,0,,
WEST VIRGINIA,5386582,2004,February,,,,,,0,0,0,0,,
WEST VIRGINIA,5386583,2004,February,,,,,,0,0,0,0,,
KENTUCKY,5386598,2004,February,,,,,,0,0,0,0,,
VIRGINIA,5386452,2004,February,,,,,,0,0,0,0,,
VIRGINIA,5386453,2004,February,,,,,,0,0,0,0,,
KENTUCKY,5387300,2004,March,,,,,,0,0,0,0,0K,0K
KENTUCKY,5387301,2004,March,,,,,,0,0,0,0,0K,0K
KENTUCKY,5387302,2004,March,,,,,,0,0,0,0,0K,0K
KENTUCKY,5387303,2004,March,,,,,,0,0,0,0,0K,0K
KANSAS,5399238,2004,May,,,,,,0,0,0,0,,
KANSAS,5399239,2004,May,,,,,,0,0,0,0,,
INDIANA,5399098,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400303,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400540,2004,May,,,,,,0,0,0,0,,
OHIO,5398933,2004,May,,,,,,0,0,0,0,2.75M,
INDIANA,5399099,2004,May,,,,,,0,0,0,0,,
MISSOURI,5398997,2004,May,,,,,,0,0,0,0,,
MISSOURI,5398998,2004,May,,,,,,0,0,0,0,,
MISSOURI,5398999,2004,May,,,,,,0,0,0,0,,
PENNSYLVANIA,5399326,2004,May,,,,,,0,0,0,0,3M,
PENNSYLVANIA,5399327,2004,May,,,,,,0,0,0,0,5K,
PENNSYLVANIA,5399328,2004,May,,,,,,0,0,0,0,5K,
PENNSYLVANIA,5399329,2004,May,,,,,,0,0,0,0,1K,
OHIO,5400790,2004,May,,,,,,0,0,0,0,,
OHIO,5400791,2004,May,,,,,,0,0,0,0,,
NORTH DAKOTA,5401282,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400530,2004,May,,,,,,0,0,0,0,,
VERMONT,5401400,2004,May,,,,,,0,0,0,0,5K,
KANSAS,5399269,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400544,2004,May,,,,,,0,0,0,0,,
MICHIGAN,5399932,2004,May,,,,,,0,0,0,0,,
MICHIGAN,5399933,2004,May,,,,,,0,0,0,0,,
MICHIGAN,5399934,2004,May,,,,,,0,0,0,0,,
MICHIGAN,5399935,2004,May,,,,,,0,0,0,0,,
MICHIGAN,5399936,2004,May,,,,,,0,0,0,0,,
OHIO,5401352,2004,May,,,,,,0,0,0,0,,
OHIO,5400977,2004,May,,,,,,0,0,0,0,,
OHIO,5400978,2004,May,,,,,,0,0,0,0,,
OHIO,5400979,2004,May,,,,,,0,0,0,0,,
OHIO,5400846,2004,May,,,,,,0,0,0,0,1.1M,
OHIO,5401070,2004,May,,,,,,0,0,0,0,,
OHIO,5401071,2004,May,,,,,,0,0,0,0,,
NORTH DAKOTA,5401277,2004,May,,,,,,0,0,0,0,,
NORTH DAKOTA,5401278,2004,May,,,,,,0,0,0,0,,
NORTH DAKOTA,5401279,2004,May,,,,,,0,0,0,0,,
OHIO,5401067,2004,May,,,,,,0,0,0,0,,
OHIO,5401068,2004,May,,,,,,0,0,0,0,,
INDIANA,5407313,2004,June,,,,,,0,0,0,0,,
INDIANA,5407314,2004,June,,,,,,0,0,0,0,,
MICHIGAN,5400000,2004,May,,,,,,0,0,0,0,,
ILLINOIS,5399086,2004,May,,,,,,0,0,0,0,,
ILLINOIS,5399001,2004,May,,,,,,0,0,0,0,,
ILLINOIS,5399002,2004,May,,,,,,0,0,0,0,,
KENTUCKY,5399003,2004,May,,,,,,0,0,0,0,,
PENNSYLVANIA,5399765,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400309,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400310,2004,May,,,,,,0,0,0,0,,
OHIO,5401069,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400304,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400305,2004,May,,,,,,0,0,0,0,,
MICHIGAN,5399929,2004,May,,,,,,0,0,0,0,100M,
MICHIGAN,5399930,2004,May,,,,,,0,0,0,0,,
MICHIGAN,5399931,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400546,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400547,2004,May,,,,,,0,0,0,0,,
NEBRASKA,5396094,2004,May,,,,,,0,0,0,0,,
LOUISIANA,5396323,2004,May,,,,,,0,0,0,0,500K,
OHIO,5398344,2004,May,,,,,,0,0,0,0,,
WEST VIRGINIA,5398729,2004,May,,,,,,0,0,0,0,,
OHIO,5401353,2004,May,,,,,,0,0,0,0,,
NORTH DAKOTA,5401283,2004,May,,,,,,0,0,0,0,,
PENNSYLVANIA,5398763,2004,May,,,,,,0,0,0,0,5K,
ILLINOIS,5399000,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400311,2004,May,,,,,,0,0,0,0,,
NORTH DAKOTA,5401281,2004,May,,,,,,0,0,0,0,,
OHIO,5400845,2004,May,,,,,,0,0,0,0,1.8M,
MICHIGAN,5400003,2004,May,,,,,,0,0,0,0,,
MINNESOTA,5401284,2004,May,,,,,,0,0,0,0,,
KENTUCKY,5401715,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400528,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400529,2004,May,,,,,,0,0,0,0,,
VERMONT,5401399,2004,May,,,,,,0,0,0,0,5K,
OHIO,5400917,2004,May,,,,,,0,0,0,0,500K,
KENTUCKY,5401716,2004,May,,,,,,0,0,0,0,,
KENTUCKY,5401717,2004,May,,,,,,0,0,0,0,,
OHIO,5399302,2004,May,,,,,,0,0,0,0,50K,
IOWA,5396253,2004,May,,,,,,0,0,0,0,,
NORTH DAKOTA,5401276,2004,May,,,,,,0,0,0,0,,
NORTH DAKOTA,5401280,2004,May,,,,,,0,0,0,0,,
KENTUCKY,5404010,2004,May,,,,,,0,0,0,0,4M,0K
KENTUCKY,5404011,2004,May,,,,,,0,0,0,0,2M,0K
NEBRASKA,5396254,2004,May,,,,,,0,0,0,0,,
INDIANA,5400589,2004,May,,,,,,0,0,0,0,,
INDIANA,5400590,2004,May,,,,,,0,0,0,0,,
INDIANA,5399114,2004,May,,,,,,0,0,0,0,,
MICHIGAN,5400001,2004,May,,,,,,0,0,0,0,,
MICHIGAN,5400002,2004,May,,,,,,0,0,0,0,,
MICHIGAN,5400004,2004,May,,,,,,0,0,0,0,,
MICHIGAN,5400005,2004,May,,,,,,0,0,0,0,,
INDIANA,5398413,2004,May,,,,,,0,0,0,0,,
PUERTO RICO,5398896,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400545,2004,May,,,,,,0,0,0,0,,
PUERTO RICO,5398385,2004,May,,,,,,0,0,0,0,,
MINNESOTA,5395511,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400538,2004,May,,,,,,0,0,0,0,,
KENTUCKY,5401533,2004,May,,,,,,0,0,0,0,,
KENTUCKY,5401534,2004,May,,,,,,0,0,0,0,,
OHIO,5398931,2004,May,,,,,,0,0,0,0,800K,
OHIO,5398932,2004,May,,,,,,0,0,0,0,50K,
WEST VIRGINIA,5397777,2004,May,,,,,,0,0,0,0,100K,
WEST VIRGINIA,5397778,2004,May,,,,,,0,0,0,0,50K,
WEST VIRGINIA,5397779,2004,May,,,,,,0,0,0,0,50K,
OHIO,5399300,2004,May,,,,,,0,0,0,0,50K,
LOUISIANA,5406316,2004,June,,,,,,0,0,0,0,,
LOUISIANA,5406313,2004,June,,,,,,0,0,0,0,,
LOUISIANA,5406314,2004,June,,,,,,0,0,0,0,,
LOUISIANA,5406315,2004,June,,,,,,0,0,0,0,,
MICHIGAN,5400256,2004,May,,,,,,0,0,0,0,,
KENTUCKY,5400727,2004,May,,,,,,0,0,0,0,,
OHIO,5400732,2004,May,,,,,,0,0,0,0,,
OHIO,5400733,2004,May,,,,,,0,0,0,0,,
LOUISIANA,5407647,2004,June,,,,,,0,0,0,0,,
LOUISIANA,5407648,2004,June,,,,,,0,0,0,0,,
WISCONSIN,5404105,2004,May,,,,,,0,0,0,0,300K,500K
KENTUCKY,5406888,2004,June,,,,,,0,0,0,0,,
KENTUCKY,5406889,2004,June,,,,,,0,0,0,0,,
IOWA,5404850,2004,May,,,,,,0,0,0,0,,
IOWA,5404851,2004,May,,,,,,0,0,0,0,,
ILLINOIS,5404852,2004,May,,,,,,0,0,0,0,,
ILLINOIS,5404853,2004,May,,,,,,0,0,0,0,,
ILLINOIS,5404854,2004,May,,,,,,0,0,0,0,,
ILLINOIS,5404855,2004,May,,,,,,0,0,0,0,,
ILLINOIS,5404856,2004,May,,,,,,0,0,0,0,,
ILLINOIS,5404857,2004,May,,,,,,0,0,0,0,,
INDIANA,5407216,2004,June,,,,,,0,0,0,0,,
KENTUCKY,5408501,2004,June,,,,,,0,0,0,0,,300K
ILLINOIS,5408502,2004,June,,,,,,0,0,0,0,,
INDIANA,5407238,2004,June,,,,,,0,0,0,0,,
INDIANA,5407239,2004,June,,,,,,0,0,0,0,,
KENTUCKY,5404454,2004,May,,,,,,0,0,0,0,50K,50K
ILLINOIS,5408580,2004,June,,,,,,0,0,0,0,,
KENTUCKY,5404014,2004,May,,,,,,0,0,0,0,,
KENTUCKY,5406887,2004,June,,,,,,0,0,0,0,,
INDIANA,5407307,2004,June,,,,,,0,0,0,0,,
KENTUCKY,5404607,2004,May,,,,,,0,0,0,0,0,0
WISCONSIN,5404106,2004,May,,,,,,0,0,0,0,,
WISCONSIN,5404107,2004,May,,,,,,0,0,0,0,,200K
WISCONSIN,5404108,2004,May,,,,,,0,0,0,0,50K,50K
KENTUCKY,5406484,2004,June,,,,,,0,0,0,0,.5K,0K
KENTUCKY,5406485,2004,June,,,,,,0,0,0,0,.5K,0K
KENTUCKY,5406486,2004,June,,,,,,0,0,0,0,.5K,0K
KENTUCKY,5406487,2004,June,,,,,,0,0,0,0,2M,0K
INDIANA,5407246,2004,June,,,,,,0,0,0,0,,
LOUISIANA,5407646,2004,June,,,,,,0,0,0,0,,
WISCONSIN,5404110,2004,May,,,,,,0,0,0,0,,
OKLAHOMA,5407897,2004,June,,,,,,0,0,0,0,,
OHIO,5408652,2004,June,,,,,,0,0,0,0,100K,
INDIANA,5407306,2004,June,,,,,,0,0,0,0,,
KENTUCKY,5404006,2004,May,,,,,,0,0,0,0,2M,0K
KENTUCKY,5404015,2004,May,,,,,,0,0,0,0,,
INDIANA,5407240,2004,June,,,,,,0,0,0,0,,
INDIANA,5407241,2004,June,,,,,,0,0,0,0,,
IOWA,5404842,2004,May,,,,,,0,0,0,0,,
IOWA,5404843,2004,May,,,,,,0,0,0,0,,
IOWA,5404844,2004,May,,,,,,0,0,0,0,,
IOWA,5404845,2004,May,,,,,,0,0,0,0,,
IOWA,5404846,2004,May,,,,,,0,0,0,0,,
IOWA,5404847,2004,May,,,,,,0,0,0,0,,
INDIANA,5407088,2004,June,,,,,,0,0,0,0,,
INDIANA,5407243,2004,June,,,,,,0,0,0,0,,300K
INDIANA,5407244,2004,June,,,,,,0,0,0,0,,
INDIANA,5407245,2004,June,,,,,,0,0,0,0,,
KENTUCKY,5406885,2004,June,,,,,,0,0,0,0,,
KENTUCKY,5406886,2004,June,,,,,,0,0,0,0,,
LOUISIANA,5407649,2004,June,,,,,,0,0,0,0,,
LOUISIANA,5407650,2004,June,,,,,,0,0,0,0,,
LOUISIANA,5407651,2004,June,,,,,,0,0,0,0,,
LOUISIANA,5407652,2004,June,,,,,,0,0,0,0,,
IOWA,5404848,2004,May,,,,,,0,0,0,0,,
IOWA,5404849,2004,May,,,,,,0,0,0,0,,
OKLAHOMA,5407896,2004,June,,,,,,0,0,0,0,,
KANSAS,5405259,2004,July,,,,,,0,0,0,0,,
INDIANA,5407242,2004,June,,,,,,0,0,0,0,,
KENTUCKY,5404007,2004,May,,,,,,0,0,0,0,4M,0K
ILLINOIS,5408503,2004,June,,,,,,0,0,0,0,,
INDIANA,5407237,2004,June,,,,,,0,0,0,0,,
TEXAS,5405406,2004,April,,,,,,0,0,0,0,25K,
INDIANA,5407123,2004,June,,,,,,0,0,0,0,,
INDIANA,5407124,2004,June,,,,,,0,0,0,0,,
INDIANA,5407125,2004,June,,,,,,0,0,0,0,,
MISSOURI,5400534,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400532,2004,May,,,,,,0,0,0,0,,
OHIO,5400974,2004,May,,,,,,0,0,0,0,,
OHIO,5400975,2004,May,,,,,,0,0,0,0,,
OHIO,5400976,2004,May,,,,,,0,0,0,0,,
KENTUCKY,5404004,2004,May,,,,,,0,0,0,0,2M,
ILLINOIS,5408581,2004,June,,,,,,0,0,0,0,,
KENTUCKY,5408582,2004,June,,,,,,0,0,0,0,,
VIRGINIA,5407146,2004,June,,,,,,0,0,0,0,,
NEW YORK,5401320,2004,May,,,,,,0,0,0,0,,
NEW YORK,5401321,2004,May,,,,,,0,0,0,0,,
NEW YORK,5401322,2004,May,,,,,,0,0,0,0,,
MINNESOTA,5405423,2004,June,,,,,,0,0,0,0,,
MINNESOTA,5405424,2004,June,,,,,,0,0,0,0,,
MINNESOTA,5405425,2004,June,,,,,,0,0,0,0,,
MINNESOTA,5405426,2004,June,,,,,,0,0,0,0,,
NEBRASKA,5405587,2004,June,,,,,,0,0,0,0,100K,
NEBRASKA,5405588,2004,June,,,,,,0,0,0,0,,
WEST VIRGINIA,5406682,2004,June,,,,,,0,0,0,0,850K,
WEST VIRGINIA,5406683,2004,June,,,,,,0,0,0,0,150K,
INDIANA,5407121,2004,June,,,,,,0,0,0,0,10K,
INDIANA,5407122,2004,June,,,,,,0,0,0,0,,
KENTUCKY,5404002,2004,May,,,,,,0,0,0,0,2M,0K
KENTUCKY,5404003,2004,May,,,,,,0,0,0,0,2M,0K
ILLINOIS,5407283,2004,June,,,,,,0,0,0,0,,
INDIANA,5407284,2004,June,,,,,,0,0,0,0,,
ILLINOIS,5399081,2004,May,,,,,,0,0,0,0,,
ILLINOIS,5399079,2004,May,,,,,,0,0,0,0,,
OHIO,5400792,2004,May,,,,,,0,0,0,0,,
OHIO,5400793,2004,May,,,,,,0,0,0,0,,
OHIO,5400794,2004,May,,,,,,0,0,0,0,,
KENTUCKY,5401531,2004,May,,,,,,0,0,0,0,,
KENTUCKY,5401532,2004,May,,,,,,0,0,0,0,,
ILLINOIS,5407282,2004,June,,,,,,0,0,0,0,,
MINNESOTA,5402544,2004,May,,,,,,0,0,0,0,,
SOUTH DAKOTA,5402545,2004,May,,,,,,0,0,0,0,,
INDIANA,5401724,2004,May,,,,,,0,0,0,0,,
KENTUCKY,5404012,2004,May,,,,,,0,0,0,0,2M,0K
KENTUCKY,5404013,2004,May,,,,,,0,0,0,0,3M,0K
WEST VIRGINIA,5404049,2004,June,,,,,,0,0,0,0,10K,
OHIO,5404050,2004,June,,,,,,0,0,0,0,3K,
WISCONSIN,5404113,2004,May,,,,,,0,0,0,0,500K,500K
WISCONSIN,5404114,2004,May,,,,,,0,0,0,0,960K,500K
PENNSYLVANIA,5404051,2004,June,,,,,,0,0,0,0,100K,
PENNSYLVANIA,5404052,2004,June,,,,,,0,0,0,0,5K,
NEW YORK,5401323,2004,May,,,,,,0,0,0,0,,
OHIO,5400980,2004,May,,,,,,0,0,0,0,,
WISCONSIN,5404115,2004,May,,,,,,0,0,0,0,72K,50K
WEST VIRGINIA,5404404,2004,June,,,,,,0,0,0,0,,
OHIO,5404406,2004,June,,,,,,0,0,0,0,,
KENTUCKY,5404005,2004,May,,,,,,0,0,0,0,4M,0K
INDIANA,5401723,2004,May,,,,,,0,0,0,0,,
INDIANA,5401496,2004,May,,,,,,0,0,0,0,,
OHIO,5404416,2004,June,,,,,,0,0,0,0,9K,
OHIO,5404417,2004,June,,,,,,0,0,0,0,5K,
OHIO,5404418,2004,June,,,,,,0,0,0,0,3K,
MINNESOTA,5401731,2004,May,,,,,,0,0,0,0,,
MINNESOTA,5401732,2004,May,,,,,,0,0,0,0,,
WISCONSIN,5404116,2004,May,,,,,,0,0,0,0,100K,
WISCONSIN,5404117,2004,May,,,,,,0,0,0,0,100K,300K
SOUTH DAKOTA,5402543,2004,May,,,,,,0,0,0,0,,
VERMONT,5401324,2004,May,,,,,,0,0,0,0,,
NEW YORK,5401325,2004,May,,,,,,0,0,0,0,,
NEW YORK,5401326,2004,May,,,,,,0,0,0,0,,
NEW YORK,5401327,2004,May,,,,,,0,0,0,0,,
NEW YORK,5401328,2004,May,,,,,,0,0,0,0,,
NORTH DAKOTA,5401213,2004,May,,,,,,0,0,0,0,,
OHIO,5401147,2004,May,,,,,,0,0,0,0,,
OHIO,5399421,2004,May,,,,,,0,0,0,0,1K,
OHIO,5399422,2004,May,,,,,,0,0,0,0,1K,
WISCONSIN,5403903,2004,May,,,,,,0,0,0,0,353K,150K
OHIO,5400898,2004,May,,,,,,0,0,0,0,,890K
MISSOURI,5400548,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400549,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400550,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400536,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400537,2004,May,,,,,,0,0,0,0,,
OHIO,5399325,2004,May,,,,,,0,0,0,0,30K,
KANSAS,5400300,2004,May,,,,,,0,0,0,0,,
PUERTO RICO,5398789,2004,May,,,,,,0,0,0,0,,
PUERTO RICO,5398790,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400539,2004,May,,,,,,0,0,0,0,,
INDIANA,5400588,2004,May,,,,,,0,0,0,0,,
KANSAS,5400301,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400302,2004,May,,,,,,0,0,0,0,,
INDIANA,5400586,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400312,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400313,2004,May,,,,,,0,0,0,0,,
INDIANA,5400584,2004,May,,,,,,0,0,0,0,,
INDIANA,5400585,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400533,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400531,2004,May,,,,,,0,0,0,0,,
INDIANA,5400587,2004,May,,,,,,0,0,0,0,,
WISCONSIN,5400661,2004,May,,,,,,0,0,0,0,,
WISCONSIN,5400662,2004,May,,,,,,0,0,0,0,,
OHIO,5400669,2004,May,,,,,,0,0,0,0,,
ILLINOIS,5399080,2004,May,,,,,,0,0,0,0,,
OKLAHOMA,5399076,2004,May,,,,,,0,0,0,0,,
MISSOURI,5400535,2004,May,,,,,,0,0,0,0,,
NEW YORK,5401317,2004,May,,,,,,0,0,0,0,,
NEW YORK,5401318,2004,May,,,,,,0,0,0,0,,
NEW YORK,5401319,2004,May,,,,,,0,0,0,0,,
MICHIGAN,5399999,2004,May,,,,,,0,0,0,0,,
MICHIGAN,5399997,2004,May,,,,,,0,0,0,0,,
MICHIGAN,5399998,2004,May,,,,,,0,0,0,0,,
OHIO,5400805,2004,May,,,,,,0,0,0,0,,
INDIANA,5397068,2004,May,,,,,,0,0,0,0,,
KENTUCKY,5397069,2004,May,,,,,,0,0,0,0,,
INDIANA,5397070,2004,May,,,,,,0,0,0,0,,
KENTUCKY,5394787,2004,March,,,,,,0,0,0,0,,
WEST VIRGINIA,5397890,2004,May,,,,,,0,0,0,0,150K,
WISCONSIN,5394877,2004,April,,,,,,0,0,0,0,,
WISCONSIN,5394878,2004,April,,,,,,0,0,0,0,,
IOWA,5393671,2004,May,,,,,,0,0,0,0,.1M,.2980392156862745M
IOWA,5393672,2004,May,,,,,,0,0,0,0,.1M,.2980392156862745M
IOWA,5393673,2004,May,,,,,,0,0,0,0,.1M,.2980392156862745M
