STATE,EVENT_ID,YEAR,MONTH_NAME,FLOOD_CAUSE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS
TEXAS,5666581,1998,August,,,,,,20,0,0,0,.5M,10K
TEXAS,5666582,1998,August,,,,,,10,0,0,0,.1M,10K
PUERTO RICO,5657968,1998,May,,,,,,0,0,0,0,,
PUERTO RICO,5657962,1998,May,,,,,,0,0,0,0,,
ILLINOIS,5663114,1998,August,,,,,,0,0,0,0,,
KANSAS,5673112,1998,October,,,,,,0,0,0,0,,
TEXAS,5677039,1998,November,,,,,,0,0,0,0,,
TEXAS,5677040,1998,November,,,,,,0,0,0,0,,
TEXAS,5677041,1998,November,,,,,,0,0,0,0,,
TEXAS,5677042,1998,November,,,,,,0,0,0,0,,
ILLINOIS,5663181,1998,May,,,,,,0,0,0,0,,
INDIANA,5645705,1998,June,,,,,,0,0,0,0,0K,
INDIANA,5645715,1998,June,,,,,,0,0,0,0,,
TEXAS,5666645,1998,August,,,,,,20,0,0,0,30K,0
ARKANSAS,5666953,1998,October,,,,,,0,0,0,0,,
OKLAHOMA,5666954,1998,October,,,,,,0,0,0,0,,
OKLAHOMA,5666955,1998,October,,,,,,0,0,0,0,,
OKLAHOMA,5666956,1998,October,,,,,,0,0,0,0,,
MISSOURI,5671886,1998,October,,,,,,0,0,0,0,,
ARKANSAS,5671090,1998,November,,,,,,0,0,0,0,,
ARIZONA,5660735,1998,July,,,,,,0,0,0,0,0,0
VIRGINIA,5635171,1998,February,,,,,,0,0,0,0,,
IDAHO,5646897,1998,May,,,,,,0,0,0,0,,
IOWA,5651604,1998,June,,,,,,0,0,0,0,,25M
IOWA,5651605,1998,June,,,,,,0,0,0,0,,2M
VIRGINIA,5635174,1998,February,,,,,,0,0,0,0,,
TENNESSEE,5662192,1998,July,,,,,,0,0,0,0,1K,
MICHIGAN,5634625,1998,February,,,,,,0,0,0,0,,
FLORIDA,5665357,1998,July,,,,,,0,0,0,0,10K,0
IOWA,5653258,1998,June,,,,,,0,0,0,0,75K,20K
IOWA,5653259,1998,June,,,,,,0,0,0,0,75K,20K
NEW JERSEY,5636695,1998,March,,,,,,0,0,0,0,,
FLORIDA,5666702,1998,July,,,,,,0,0,0,0,10K,0
FLORIDA,5666703,1998,July,,,,,,0,0,0,0,10K,0
FLORIDA,5666704,1998,July,,,,,,0,0,0,0,10K,0
FLORIDA,5666705,1998,July,,,,,,0,0,0,0,10K,0
VIRGIN ISLANDS,5658040,1998,June,,,,,,0,0,0,0,,
CONNECTICUT,5660647,1998,August,,,,,,0,0,0,0,,
FLORIDA,5640065,1998,February,,,,,,0,0,0,0,5K,0
IOWA,5657409,1998,August,,,,,,0,0,0,0,25K,
OHIO,5660614,1998,August,,,,,,0,0,0,0,,
MISSOURI,5662761,1998,July,,,,,,0,0,0,0,27K,
FLORIDA,5666548,1998,July,,,,,,0,0,0,0,25K,0
NEW YORK,5648655,1998,June,,,,,,0,0,0,0,15K,
FLORIDA,5640066,1998,February,,,,,,0,0,0,0,10K,0
IOWA,5666537,1998,July,,,,,,0,0,0,0,,
TEXAS,5671916,1998,October,,,,,,0,0,0,0,,
NORTH CAROLINA,5665933,1998,August,,,,,,0,0,0,0,40K,
MISSOURI,5650537,1998,June,,,,,,0,0,0,0,,
MISSOURI,5650538,1998,June,,,,,,0,0,0,0,,
ALASKA,5647370,1998,May,,,,,,0,0,0,0,,
INDIANA,5642233,1998,April,,,,,,0,0,0,0,,
KENTUCKY,5661758,1998,July,,,,,,0,0,0,0,5K,
FLORIDA,5666619,1998,July,,,,,,0,0,0,0,10K,0
FLORIDA,5666617,1998,July,,,,,,0,0,0,0,50K,0
FLORIDA,5666618,1998,July,,,,,,0,0,0,0,10K,0
MISSOURI,5650345,1998,June,,,,,,0,0,0,0,,
IOWA,5653130,1998,June,,,,,,0,0,0,0,50K,10K
IOWA,5647208,1998,May,,,,,,0,0,0,0,25K,10K
IOWA,5647209,1998,May,,,,,,0,0,0,0,25K,10K
IOWA,5653131,1998,June,,,,,,0,0,0,0,50K,10K
IOWA,5669396,1998,October,,,,,,0,0,0,0,70K,10K
INDIANA,5655020,1998,July,,,,,,0,0,0,0,,
INDIANA,5655023,1998,July,,,,,,0,0,0,0,,
TENNESSEE,5659593,1998,June,,,,,,0,0,0,0,,
TENNESSEE,5659594,1998,June,,,,,,0,0,0,0,,
CALIFORNIA,5664014,1998,August,,,,,,0,0,0,0,,
MISSOURI,5656094,1998,July,,,,,,0,0,0,0,,
FLORIDA,5666631,1998,July,,,,,,0,0,0,0,2K,0
MISSOURI,5650259,1998,June,,,,,,0,0,0,0,,
ARIZONA,5664579,1998,August,,,,,,0,0,0,0,,
TENNESSEE,5659598,1998,June,,,,,,0,0,0,0,.5K,
TENNESSEE,5659601,1998,June,,,,,,0,0,0,0,,
MONTANA,5649834,1998,June,,,,,,0,0,0,0,,
MISSOURI,5660600,1998,August,,,,,,0,0,0,0,,
KENTUCKY,5661759,1998,July,,,,,,0,0,0,0,5K,
TEXAS,5677043,1998,November,,,,,,0,0,0,0,,
TEXAS,5677044,1998,November,,,,,,0,0,0,0,,
FLORIDA,5640067,1998,February,,,,,,0,0,0,0,50K,0
MISSOURI,5640410,1998,May,,,,,,0,0,0,0,,
MISSOURI,5656095,1998,July,,,,,,0,0,0,0,,
MISSOURI,5656096,1998,July,,,,,,0,0,0,0,,
MISSOURI,5656097,1998,July,,,,,,0,0,0,0,,
MISSOURI,5656098,1998,July,,,,,,0,0,0,0,,
MISSOURI,5656099,1998,July,,,,,,0,0,0,0,,
NEBRASKA,5666593,1998,August,,,,,,0,0,0,0,,
MISSOURI,5650536,1998,June,,,,,,0,0,0,0,,
ARIZONA,5664532,1998,August,,,,,,0,0,0,0,0,0
MISSOURI,5656089,1998,July,,,,,,0,0,0,0,,
MISSOURI,5660709,1998,August,,,,,,0,0,0,0,,
OHIO,5663976,1998,August,,,,,,0,0,0,0,50K,
OHIO,5664438,1998,July,,,,,,0,0,0,0,,
COLORADO,5662480,1998,July,,,,,,0,0,0,0,0,
COLORADO,5662481,1998,July,,,,,,0,0,0,0,,0
ARIZONA,5665071,1998,August,,,,,,0,0,0,0,,
MISSOURI,5656092,1998,July,,,,,,0,0,0,0,,
MISSOURI,5656084,1998,July,,,,,,0,0,0,0,,
WYOMING,5662498,1998,August,,,,,,0,0,0,0,20K,
INDIANA,5662438,1998,August,,,,,,0,0,0,0,,
PUERTO RICO,5658039,1998,June,,,,,,0,0,0,0,,
SOUTH DAKOTA,5637101,1998,April,,,,,,0,0,0,0,,
MISSOURI,5676091,1998,December,,,,,,0,0,0,0,,
IOWA,5646930,1998,May,,,,,,0,0,0,0,30K,2K
ARKANSAS,5645322,1998,May,,,,,,0,0,0,0,5K,
ARIZONA,5662072,1998,July,,,,,,0,0,0,0,0,0
IOWA,5647092,1998,May,,,,,,0,0,0,0,25K,10K
CALIFORNIA,5657707,1998,July,,,,,,0,0,0,0,,
NEW YORK,5656912,1998,April,,,,,,0,0,0,0,10K,
INDIANA,5642412,1998,April,,,,,,0,0,0,0,10K,
FLORIDA,5649094,1998,March,,,,,,0,0,0,0,0,0
FLORIDA,5649095,1998,March,,,,,,0,0,0,0,10K,0
CALIFORNIA,5640762,1998,May,,,,,,0,0,0,0,,
FLORIDA,5649096,1998,March,,,,,,0,0,0,0,0,100K
FLORIDA,5649174,1998,March,,,,,,0,0,0,0,750K,0
FLORIDA,5649183,1998,March,,,,,,0,0,0,0,20K,0
FLORIDA,5649184,1998,March,,,,,,0,0,0,0,0,0
ARKANSAS,5662249,1998,July,,,,,,0,0,0,0,1K,
TENNESSEE,5662252,1998,July,,,,,,0,0,0,0,1K,
MASSACHUSETTS,5642644,1998,March,,,,,,0,0,0,0,300K,
MASSACHUSETTS,5642646,1998,March,,,,,,0,0,0,0,,
MASSACHUSETTS,5642647,1998,March,,,,,,0,0,0,0,,
INDIANA,5642237,1998,April,,,,,,0,0,0,0,,
TEXAS,5665032,1998,August,,,,,,0,0,0,0,,
KENTUCKY,5642833,1998,April,,,,,,0,0,0,0,,
VIRGINIA,5643016,1998,April,,,,,,0,0,0,0,,
VIRGINIA,5661634,1998,August,,,,,,0,0,0,0,,
NEW YORK,5661363,1998,August,,,,,,0,0,0,0,,
NORTH CAROLINA,5643013,1998,April,,,,,,0,0,0,0,,
FLORIDA,5649092,1998,March,,,,,,0,0,0,0,0,0
FLORIDA,5647824,1998,March,,,,,,0,0,0,0,3.8M,0
KENTUCKY,5641809,1998,April,,,,,,0,0,0,0,,
ILLINOIS,5643913,1998,April,,,,,,0,0,0,0,,
OKLAHOMA,5663931,1998,September,,,,,,0,0,0,0,,
OREGON,5677663,1998,December,,,,,,0,0,0,0,,
UTAH,5676271,1998,December,,,,,,0,0,0,0,,
OREGON,5677664,1998,December,,,,,,0,0,0,0,,
ILLINOIS,5644517,1998,May,,,,,,0,0,0,0,,
ILLINOIS,5644518,1998,May,,,,,,0,0,0,0,,
MISSOURI,5644519,1998,May,,,,,,0,0,0,0,,
KENTUCKY,5642828,1998,April,,,,,,0,0,0,0,1.7M,20K
KANSAS,5664494,1998,September,,,,,,0,0,0,0,,
KANSAS,5664495,1998,September,,,,,,0,0,0,0,20K,
OHIO,5641448,1998,April,,,,,,0,0,0,0,,
OHIO,5641449,1998,April,,,,,,0,0,0,0,50K,
CALIFORNIA,5637739,1998,May,,,,,,0,0,0,0,,
WYOMING,5661940,1998,July,,,,,,0,0,0,0,0,0
NEBRASKA,5661939,1998,July,,,,,,0,0,0,0,2K,0
WYOMING,5661941,1998,July,,,,,,0,0,0,0,0,0
CALIFORNIA,5637785,1998,April,,,,,,0,0,0,0,262K,540K
OREGON,5677716,1998,December,,,,,,0,0,0,0,,
MISSOURI,5676089,1998,December,,,,,,0,0,0,0,,
ARIZONA,5660743,1998,July,,,,,,0,0,0,0,0,0
LOUISIANA,5647999,1998,March,,,,,,0,0,0,0,,
LOUISIANA,5648000,1998,March,,,,,,0,0,0,0,,
FLORIDA,5647723,1998,March,,,,,,0,0,0,0,375K,0
NEW YORK,5662800,1998,July,,,,,,0,0,0,0,50K,
NEW HAMPSHIRE,5655545,1998,April,,,,,,0,0,0,0,,
MAINE,5655542,1998,April,,,,,,0,0,0,0,,
KANSAS,5656382,1998,July,,,,,,0,0,0,0,,
KENTUCKY,5641796,1998,April,,,,,,0,0,0,0,,
NORTH CAROLINA,5641733,1998,April,,,,,,0,0,0,0,,
INDIANA,5657855,1998,July,,,,,,0,0,0,0,,
INDIANA,5657856,1998,July,,,,,,0,0,0,0,,
KENTUCKY,5639034,1998,April,,,,,,0,0,0,0,,
KENTUCKY,5655439,1998,July,,,,,,0,0,0,0,,
ARIZONA,5664063,1998,August,,,,,,0,0,0,0,,
NEW HAMPSHIRE,5655543,1998,April,,,,,,0,0,0,0,,
MAINE,5655539,1998,April,,,,,,0,0,0,0,,
KENTUCKY,5641810,1998,April,,,,,,0,0,0,0,,
MICHIGAN,5639664,1998,April,,,,,,0,0,0,0,500K,
MICHIGAN,5639665,1998,April,,,,,,0,0,0,0,15K,
MICHIGAN,5639666,1998,April,,,,,,0,0,0,0,,
INDIANA,5664446,1998,August,,,,,,0,0,0,0,,
ARIZONA,5661542,1998,July,,,,,,0,0,0,0,,
ILLINOIS,5661550,1998,July,,,,,,0,0,0,0,,
ILLINOIS,5663119,1998,August,,,,,,0,0,0,0,,
TEXAS,5672064,1998,September,,,,,,0,0,0,0,,
SOUTH DAKOTA,5645434,1998,May,,,,,,0,0,0,0,,
FLORIDA,5664324,1998,August,,,,,,0,0,0,0,5K,0
FLORIDA,5664325,1998,August,,,,,,0,0,0,0,2K,0
WYOMING,5649080,1998,June,,,,,,0,0,0,0,,
NEBRASKA,5661257,1998,July,,,,,,0,0,0,0,1K,0
ILLINOIS,5661463,1998,July,,,,,,0,0,0,0,,
FLORIDA,5632449,1998,March,,,,,,0,0,0,0,25K,
NEW YORK,5648664,1998,June,,,,,,0,0,0,0,,
GEORGIA,5632462,1998,March,,,,,,0,0,1,0,5M,
GEORGIA,5632463,1998,March,,,,,,0,0,0,0,75K,
IOWA,5646500,1998,May,,,,,,0,0,0,0,50K,
IOWA,5646503,1998,May,,,,,,0,0,0,0,30K,
GEORGIA,5632464,1998,March,,,,,,0,0,0,0,150K,
FLORIDA,5632457,1998,March,,,,,,0,0,0,0,125K,
FLORIDA,5632458,1998,March,,,,,,0,0,0,0,75K,
FLORIDA,5632459,1998,March,,,,,,0,0,0,0,275K,
FLORIDA,5632460,1998,March,,,,,,0,0,0,0,10M,
FLORIDA,5632461,1998,March,,,,,,0,0,0,0,125K,
GEORGIA,5632465,1998,March,,,,,,0,0,0,0,275K,
GEORGIA,5632466,1998,March,,,,,,0,0,0,0,200K,
GEORGIA,5632467,1998,March,,,,,,0,0,0,0,1M,
GEORGIA,5632468,1998,March,,,,,,0,0,0,0,300K,
FLORIDA,5632450,1998,March,,,,,,0,0,0,0,105M,
KENTUCKY,5640669,1998,June,,,,,,0,0,0,0,,
KENTUCKY,5640670,1998,June,,,,,,0,0,0,0,,
MISSOURI,5650535,1998,June,,,,,,0,0,0,0,,
FLORIDA,5670463,1998,October,,,,,,0,0,0,0,0,0
IOWA,5653141,1998,June,,,,,,0,0,0,0,.1M,20K
SOUTH DAKOTA,5645435,1998,May,,,,,,0,0,0,0,,
FLORIDA,5639785,1998,February,,,,,,0,0,0,0,10K,0
FLORIDA,5639784,1998,February,,,,,,0,0,0,0,40K,100K
ILLINOIS,5666543,1998,July,,,,,,0,0,0,0,,
OHIO,5648698,1998,June,,,,,,0,0,0,0,,
TEXAS,5665135,1998,August,,,,,,0,0,0,0,,
MISSISSIPPI,5662120,1998,July,,,,,,0,0,0,0,.5K,
MISSOURI,5662123,1998,July,,,,,,0,0,0,0,.05K,
FLORIDA,5666696,1998,July,,,,,,0,0,0,0,10K,0
FLORIDA,5666698,1998,July,,,,,,0,0,0,0,5K,0
ILLINOIS,5666544,1998,July,,,,,,0,0,0,0,,
ILLINOIS,5630046,1998,February,,,,,,0,0,0,0,,
IOWA,5653698,1998,July,,,,,,0,0,0,0,10K,5K
IOWA,5653699,1998,July,,,,,,0,0,0,0,10K,5K
MISSOURI,5660602,1998,August,,,,,,0,0,0,0,,
MICHIGAN,5660598,1998,August,,,,,,0,0,0,0,,
MICHIGAN,5660599,1998,August,,,,,,0,0,0,0,,
MISSOURI,5660603,1998,August,,,,,,0,0,0,0,,
IOWA,5647089,1998,May,,,,,,0,0,0,0,25K,10K
IOWA,5653713,1998,July,,,,,,0,0,0,0,50K,.1M
CALIFORNIA,5631308,1998,February,,,,,,0,0,0,0,,
ALASKA,5649693,1998,June,,,,,,0,0,0,0,,
MISSOURI,5648067,1998,June,,,,,,0,0,1,0,,
CALIFORNIA,5639465,1998,February,,,,,,0,0,0,0,,
CALIFORNIA,5639466,1998,February,,,,,,0,0,0,0,18M,
IOWA,5647090,1998,May,,,,,,0,0,0,0,25K,10K
FLORIDA,5665361,1998,July,,,,,,0,0,0,0,15K,0
FLORIDA,5665362,1998,July,,,,,,0,0,0,0,10K,0
FLORIDA,5665358,1998,July,,,,,,0,0,0,0,0,0
CALIFORNIA,5639089,1998,February,,,,,,0,0,0,0,,
FLORIDA,5670459,1998,October,,,,,,0,0,0,0,0,0
FLORIDA,5670460,1998,October,,,,,,0,0,0,0,1K,0
PUERTO RICO,5658038,1998,June,,,,,,0,0,0,0,,
NEBRASKA,5651599,1998,June,,,,,,0,0,0,0,500K,
IOWA,5653705,1998,July,,,,,,0,0,0,0,50K,.1M
NORTH CAROLINA,5634859,1998,February,,,,,,0,0,0,0,,
WISCONSIN,5665401,1998,August,,,,,,0,0,0,0,5K,
FLORIDA,5639781,1998,February,,,,,,0,0,0,0,10K,0
FLORIDA,5639782,1998,February,,,,,,0,0,0,0,10K,0
FLORIDA,5639783,1998,February,,,,,,0,0,0,0,30K,400K
MISSOURI,5630299,1998,February,,,,,,0,0,0,0,,
NEW YORK,5646889,1998,May,,,,,,0,0,0,0,5K,
FLORIDA,5632451,1998,March,,,,,,0,0,0,0,175K,
FLORIDA,5632452,1998,March,,,,,,0,0,0,0,50M,
FLORIDA,5632453,1998,March,,,,,,0,0,0,0,70M,
FLORIDA,5632454,1998,March,,,,,,0,0,0,0,150K,
FLORIDA,5632455,1998,March,,,,,,0,0,0,0,50K,
FLORIDA,5632456,1998,March,,,,,,0,0,0,0,200K,
OHIO,5647035,1998,May,,,,,,0,0,0,0,,
SOUTH DAKOTA,5653920,1998,June,,,,,,0,0,0,0,,
CALIFORNIA,5636251,1998,June,,,,,,0,0,0,0,50K,
IOWA,5653719,1998,July,,,,,,0,0,0,0,50K,.1M
IOWA,5653714,1998,July,,,,,,0,0,0,0,50K,.1M
IOWA,5652952,1998,July,,,,,,0,0,0,0,25K,5K
INDIANA,5632978,1998,March,,,,,,0,0,0,0,,
INDIANA,5632984,1998,March,,,,,,0,0,0,0,,
VIRGINIA,5632656,1998,March,,,,,,0,0,0,0,,
IOWA,5652748,1998,June,,,,,,0,0,0,0,50K,10K
IOWA,5652749,1998,June,,,,,,0,0,0,0,50K,10K
IOWA,5652750,1998,June,,,,,,0,0,0,0,50K,10K
IOWA,5652751,1998,June,,,,,,0,0,0,0,50K,10K
IOWA,5652752,1998,June,,,,,,0,0,0,0,50K,10K
IOWA,5652753,1998,June,,,,,,0,0,0,0,50K,10K
IOWA,5653702,1998,July,,,,,,0,0,0,0,15K,5K
IOWA,5653703,1998,July,,,,,,0,0,0,0,10K,5K
CALIFORNIA,5633360,1998,February,,,,,,0,0,0,0,,
CALIFORNIA,5633361,1998,February,,,,,,0,0,0,0,,
CALIFORNIA,5639093,1998,February,,,,,,0,0,0,0,2.5M,1M
CALIFORNIA,5639094,1998,February,,,,,,0,0,0,0,,
IOWA,5653132,1998,June,,,,,,0,0,0,0,50K,10K
CALIFORNIA,5631292,1998,February,,,,,,0,0,0,0,,
IOWA,5653283,1998,June,,,,,,0,0,0,0,75K,20K
VIRGINIA,5632655,1998,March,,,,,,0,0,0,0,,
SOUTH DAKOTA,5654040,1998,June,,,,,,0,0,0,0,,
FLORIDA,5639969,1998,February,,,,,,0,0,0,0,10K,0
FLORIDA,5639970,1998,February,,,,,,0,0,0,0,20K,0
FLORIDA,5639980,1998,February,,,,,,0,0,0,0,200K,0
FLORIDA,5639971,1998,February,,,,,,0,0,0,0,20K,0
ALABAMA,5632269,1998,March,,,,,,0,0,0,0,125M,
TEXAS,5677035,1998,October,,,,,,0,0,0,0,,
TEXAS,5677036,1998,October,,,,,,0,0,0,0,,
TEXAS,5677037,1998,October,,,,,,0,0,0,0,,
CALIFORNIA,5631300,1998,February,,,,,,0,0,0,0,4.29M,242K
VERMONT,5632209,1998,March,,,,,,0,0,0,0,10K,
NEW YORK,5632210,1998,March,,,,,,0,0,0,0,,
GEORGIA,5633415,1998,March,,,,,,0,0,0,0,25K,
GEORGIA,5633416,1998,March,,,,,,0,0,0,0,10K,
NEW YORK,5632211,1998,March,,,,,,0,0,0,0,,
SOUTH DAKOTA,5653031,1998,June,,,,,,0,0,0,0,,
IOWA,5653718,1998,July,,,,,,0,0,0,0,50K,.1M
IOWA,5653281,1998,June,,,,,,0,0,0,0,75K,20K
IOWA,5653282,1998,June,,,,,,0,0,0,0,75K,20K
IOWA,5652994,1998,June,,,,,,0,0,0,0,50K,10K
IOWA,5652995,1998,June,,,,,,0,0,0,0,50K,10K
HAWAII,5675244,1998,October,,,,,,0,0,0,0,,
INDIANA,5654723,1998,June,,,,,,0,0,0,0,,
INDIANA,5654724,1998,June,,,,,,0,0,0,0,,
IOWA,5653261,1998,June,,,,,,0,0,0,0,75K,20K
INDIANA,5658005,1998,July,,,,,,0,0,0,0,,
INDIANA,5658006,1998,July,,,,,,0,0,0,0,,
IOWA,5653147,1998,June,,,,,,0,0,0,0,.1M,20K
TEXAS,5635526,1998,February,,,,,,0,0,0,0,,
IOWA,5653708,1998,July,,,,,,0,0,0,0,50K,.1M
IOWA,5652949,1998,July,,,,,,0,0,0,0,25K,5K
IOWA,5652950,1998,July,,,,,,0,0,0,0,25K,5K
IOWA,5652951,1998,July,,,,,,0,0,0,0,25K,5K
IOWA,5652947,1998,July,,,,,,0,0,0,0,30K,5K
IOWA,5652948,1998,July,,,,,,0,0,0,0,30K,5K
VIRGINIA,5635176,1998,February,,,,,,0,0,0,0,,
VIRGINIA,5635177,1998,February,,,,,,0,0,0,0,,
NORTH CAROLINA,5635178,1998,February,,,,,,0,0,0,0,,
IOWA,5653126,1998,June,,,,,,0,0,0,0,50K,10K
TENNESSEE,5651432,1998,June,,,,,,0,0,0,0,20K,97K
NEW YORK,5636911,1998,March,,,,,,0,0,0,0,,
IOWA,5653136,1998,June,,,,,,0,0,0,0,.5M,75K
OREGON,5677619,1998,November,,,,,,0,0,0,0,,
IOWA,5652967,1998,July,,,,,,0,0,0,0,50K,10K
IOWA,5652968,1998,July,,,,,,0,0,0,0,50K,10K
IOWA,5652969,1998,July,,,,,,0,0,0,0,25K,5K
INDIANA,5658012,1998,July,,,,,,0,0,0,0,,
IOWA,5653133,1998,June,,,,,,0,0,0,0,50K,10K
CONNECTICUT,5660900,1998,June,,,,,,0,0,0,0,,
MARYLAND,5663061,1998,July,,,,,,0,0,0,0,8K,
MISSOURI,5650523,1998,June,,,,,,0,0,0,0,,
NORTH CAROLINA,5634853,1998,February,,,,,,0,0,0,0,,
MISSOURI,5630433,1998,February,,,,,,0,0,0,0,,
INDIANA,5658078,1998,July,,,,,,0,0,0,0,,
OHIO,5634177,1998,February,,,,,,0,0,0,0,,
KANSAS,5669906,1998,November,,,,,,0,0,0,0,,
ARIZONA,5675541,1998,November,,,,,,0,0,0,0,,
CALIFORNIA,5631307,1998,February,,,,,,0,0,0,0,,
CALIFORNIA,5638964,1998,February,,,,,,0,0,0,0,,
CALIFORNIA,5638965,1998,February,,,,,,0,0,0,0,,
CALIFORNIA,5638966,1998,February,,,,,,0,0,0,0,,
CALIFORNIA,5638967,1998,February,,,,,,0,0,0,0,,
MINNESOTA,5653095,1998,June,,,,,,0,0,0,0,1.6K,2.8K
INDIANA,5658014,1998,July,,,,,,0,0,0,0,,
GEORGIA,5633534,1998,March,,,,,,0,0,0,0,25K,
ALABAMA,5632443,1998,March,,,,,,0,0,0,0,5M,
KENTUCKY,5655448,1998,July,,,,,,0,0,0,0,,
TENNESSEE,5659719,1998,June,,,,,,0,0,0,0,,
INDIANA,5658003,1998,July,,,,,,0,0,0,0,,
INDIANA,5658004,1998,July,,,,,,0,0,0,0,,
IOWA,5653255,1998,June,,,,,,0,0,0,0,.1M,20K
VIRGINIA,5651833,1998,June,,,,,,0,0,0,0,,
OHIO,5634176,1998,February,,,,,,0,0,0,0,,
SOUTH DAKOTA,5653029,1998,June,,,,,,0,0,0,0,,
MISSOURI,5671888,1998,October,,,,,,0,0,0,0,,
INDIANA,5655782,1998,June,,,,,,0,0,0,0,,
INDIANA,5655783,1998,June,,,,,,0,0,0,0,,
CALIFORNIA,5631291,1998,February,,,,,,0,0,0,0,,
SOUTH DAKOTA,5653030,1998,June,,,,,,0,0,0,0,,
SOUTH CAROLINA,5630962,1998,March,,,,,,0,0,0,0,,
SOUTH CAROLINA,5630963,1998,March,,,,,,0,0,0,0,,
GEORGIA,5630964,1998,March,,,,,,0,0,0,0,,
IOWA,5653717,1998,July,,,,,,0,0,0,0,50K,.1M
TENNESSEE,5659603,1998,June,,,,,,0,0,0,0,,
INDIANA,5654731,1998,June,,,,,,0,0,0,0,,
ILLINOIS,5654423,1998,July,,,,,,0,0,0,0,,
IOWA,5654170,1998,June,,,,,,0,0,0,0,50K,30K
IOWA,5654171,1998,June,,,,,,0,0,0,0,50K,30K
IOWA,5654172,1998,June,,,,,,0,0,0,0,50K,30K
ILLINOIS,5654424,1998,July,,,,,,0,0,0,0,,
IOWA,5653709,1998,July,,,,,,0,0,0,0,50K,.1M
IOWA,5653707,1998,July,,,,,,0,0,0,0,50K,.1M
IOWA,5646501,1998,May,,,,,,0,0,0,0,75K,
INDIANA,5654730,1998,June,,,,,,0,0,0,0,,
FLORIDA,5638047,1998,February,,,,,,0,0,0,0,10K,50K
FLORIDA,5638048,1998,February,,,,,,0,0,0,0,500K,0
FLORIDA,5638051,1998,February,,,,,,0,0,0,0,10K,0
IOWA,5653712,1998,July,,,,,,0,0,0,0,50K,.1M
FLORIDA,5639769,1998,February,,,,,,0,0,0,0,25K,250K
INDIANA,5658016,1998,July,,,,,,0,0,0,0,,
INDIANA,5658013,1998,July,,,,,,0,0,0,0,,
MISSOURI,5650609,1998,June,,,,,,0,0,0,0,,
GEORGIA,5633535,1998,March,,,,,,0,0,0,0,10K,
CALIFORNIA,5638963,1998,February,,,,,,0,0,0,0,,
ILLINOIS,5666493,1998,July,,,,,,0,0,0,0,,
ILLINOIS,5666494,1998,July,,,,,,0,0,0,0,,
IOWA,5653150,1998,June,,,,,,0,0,0,0,.1M,20K
IOWA,5653277,1998,June,,,,,,0,0,0,0,75K,20K
IOWA,5652606,1998,June,,,,,,0,0,0,0,20K,
MISSOURI,5650606,1998,June,,,,,,0,0,0,0,,
FLORIDA,5640074,1998,February,,,,,,0,0,0,0,40K,0
IOWA,5652610,1998,June,,,,,,0,0,0,0,30K,3K
IOWA,5652611,1998,June,,,,,,0,0,0,0,30K,3K
TENNESSEE,5659935,1998,June,,,,,,0,0,0,0,,
INDIANA,5662435,1998,August,,,,,,0,0,0,0,,
INDIANA,5662436,1998,August,,,,,,0,0,0,0,,
INDIANA,5662437,1998,August,,,,,,0,0,0,0,,
SOUTH DAKOTA,5654041,1998,June,,,,,,0,0,0,0,,
OHIO,5663974,1998,August,,,,,,0,0,0,0,75K,
ARIZONA,5664514,1998,August,,,,,,0,0,0,0,,
ILLINOIS,5666492,1998,July,,,,,,0,0,0,0,,
FLORIDA,5666700,1998,July,,,,,,0,0,0,0,20K,0
ARKANSAS,5665105,1998,August,,,,,,0,0,0,0,,
IOWA,5652499,1998,June,,,,,,0,0,0,0,70K,5K
IOWA,5653252,1998,June,,,,,,0,0,0,0,.1M,20K
IOWA,5653278,1998,June,,,,,,0,0,0,0,75K,20K
FLORIDA,5665915,1998,August,,,,,,0,0,0,0,10K,
INDIANA,5655778,1998,June,,,,,,0,0,0,0,,
INDIANA,5655779,1998,June,,,,,,0,0,0,0,,
INDIANA,5655780,1998,June,,,,,,0,0,0,0,,
INDIANA,5655781,1998,June,,,,,,0,0,0,0,,
ARIZONA,5664511,1998,August,,,,,,0,0,0,0,,
KANSAS,5649974,1998,July,,,,,,0,0,0,0,,
KANSAS,5650614,1998,June,,,,,,0,0,0,0,,
IOWA,5647091,1998,May,,,,,,0,0,0,0,25K,10K
NEBRASKA,5633956,1998,March,,,,,,0,0,0,0,13K,
CALIFORNIA,5670310,1998,November,,,,,,0,0,0,0,,
MINNESOTA,5659501,1998,August,,,,,,0,0,0,0,,
OHIO,5663978,1998,August,,,,,,0,0,0,0,,
OREGON,5674501,1998,December,,,,,,0,0,0,0,,
COLORADO,5661314,1998,August,,,,,,0,0,0,0,,
OHIO,5649047,1998,June,,,,,,0,0,0,0,,
IOWA,5646925,1998,May,,,,,,0,0,0,0,50K,5K
NEW YORK,5662809,1998,July,,,,,,0,0,0,0,25K,
MINNESOTA,5659497,1998,August,,,,,,0,0,0,0,,
MINNESOTA,5659498,1998,August,,,,,,0,0,0,0,,
IOWA,5646502,1998,May,,,,,,0,0,0,0,50K,
CALIFORNIA,5633356,1998,February,,,,,,0,0,0,0,,
CALIFORNIA,5633359,1998,February,,,,,,0,0,0,0,,
