EVENT_ID,YEAR,MONTH_NAME,TOR_F_SCALE,STATE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY
5273489,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5273490,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5273054,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5270244,2001,November,,GEORGIA,,,,,0,0,0,0,
5273055,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5273492,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5273493,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5272951,2001,November,,MARYLAND,,,,,0,0,0,0,0
5272952,2001,November,,MARYLAND,,,,,0,0,0,0,0
5272953,2001,November,,MARYLAND,,,,,0,0,0,0,0
5270181,2001,November,,GEORGIA,,,,,0,0,0,0,
5270184,2001,November,,GEORGIA,,,,,0,0,0,0,
5273431,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273494,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273555,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273546,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273548,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273549,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273547,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273043,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5273044,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5273045,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5273046,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5270192,2001,November,,GEORGIA,,,,,0,0,0,0,
5273437,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5270109,2001,November,,GEORGIA,,,,,0,0,0,0,
5270110,2001,November,,GEORGIA,,,,,0,0,0,0,
5270163,2001,November,,GEORGIA,,,,,0,0,0,0,
5270164,2001,November,,GEORGIA,,,,,0,0,0,0,
5270107,2001,November,,GEORGIA,,,,,0,0,0,0,
5270108,2001,November,,GEORGIA,,,,,0,0,0,0,
5270162,2001,November,,GEORGIA,,,,,0,0,0,0,
5270177,2001,November,,GEORGIA,,,,,0,0,0,0,
5270179,2001,November,,GEORGIA,,,,,0,0,0,0,
5270178,2001,November,,GEORGIA,,,,,0,0,0,0,
5270193,2001,November,,GEORGIA,,,,,0,0,0,0,
5270195,2001,November,,GEORGIA,,,,,0,0,0,0,
5270194,2001,November,,GEORGIA,,,,,0,0,0,0,
5270169,2001,November,,GEORGIA,,,,,0,0,0,0,
5270257,2001,November,,GEORGIA,,,,,0,0,0,0,
5270274,2001,November,,GEORGIA,,,,,0,0,0,0,
5270275,2001,November,,GEORGIA,,,,,0,0,0,0,
5270272,2001,November,,GEORGIA,,,,,0,0,0,0,
5270273,2001,November,,GEORGIA,,,,,0,0,0,0,
5270180,2001,November,,GEORGIA,,,,,0,0,0,0,
5270196,2001,November,,GEORGIA,,,,,0,0,0,0,
5270186,2001,November,,GEORGIA,,,,,0,0,0,0,
5270248,2001,November,,GEORGIA,,,,,0,0,0,0,
5270249,2001,November,,GEORGIA,,,,,0,0,0,0,
5270250,2001,November,,GEORGIA,,,,,0,0,0,0,
5270264,2001,November,,GEORGIA,,,,,0,0,0,0,
5270251,2001,November,,GEORGIA,,,,,0,0,0,0,
5270268,2001,November,,GEORGIA,,,,,0,0,0,0,
5273991,2001,December,,GEORGIA,,,,,0,0,0,0,
5273992,2001,December,,GEORGIA,,,,,0,0,0,0,
5274204,2001,December,,GEORGIA,,,,,0,0,0,0,
5274201,2001,December,,GEORGIA,,,,,0,0,0,0,
5274208,2001,December,,GEORGIA,,,,,0,0,0,0,
5274013,2001,December,,GEORGIA,,,,,0,0,0,0,
5274114,2001,December,,GEORGIA,,,,,0,0,0,0,
5273544,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273503,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274014,2001,December,,GEORGIA,,,,,0,0,0,0,
5274007,2001,December,,GEORGIA,,,,,0,0,0,0,
5274124,2001,December,,GEORGIA,,,,,0,0,0,0,
5274199,2001,December,,GEORGIA,,,,,0,0,0,0,
5274093,2001,December,,GEORGIA,,,,,0,0,0,0,
5274123,2001,December,,GEORGIA,,,,,0,0,0,0,
5272966,2001,November,,PENNSYLVANIA,,,,,0,0,0,0,0
5272969,2001,November,,PENNSYLVANIA,,,,,0,0,0,0,0
5273052,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5273483,2001,December,,DELAWARE,,,,,0,0,0,0,0
5273484,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5274125,2001,December,,GEORGIA,,,,,0,0,0,0,
5274126,2001,December,,GEORGIA,,,,,0,0,0,0,
5273053,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5274108,2001,December,,GEORGIA,,,,,0,0,0,0,
5274085,2001,December,,GEORGIA,,,,,0,0,0,0,
5273040,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5273041,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5273042,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5273051,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5274087,2001,December,,GEORGIA,,,,,0,0,0,0,
5274115,2001,December,,GEORGIA,,,,,0,0,0,0,
5274117,2001,December,,GEORGIA,,,,,0,0,0,0,
5273545,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5274205,2001,December,,GEORGIA,,,,,0,0,0,0,
5274086,2001,December,,GEORGIA,,,,,0,0,0,0,
5274207,2001,December,,GEORGIA,,,,,0,0,0,0,
5274100,2001,December,,GEORGIA,,,,,0,0,0,0,
5274109,2001,December,,GEORGIA,,,,,0,0,0,0,
5274008,2001,December,,GEORGIA,,,,,0,0,0,0,
5274101,2001,December,,GEORGIA,,,,,0,0,0,0,
5274198,2001,December,,GEORGIA,,,,,0,0,0,0,
5274206,2001,December,,GEORGIA,,,,,0,0,0,0,
5272965,2001,November,,PENNSYLVANIA,,,,,0,0,0,0,0
5272967,2001,November,,PENNSYLVANIA,,,,,0,0,0,0,0
5272968,2001,November,,PENNSYLVANIA,,,,,0,0,0,0,0
5273543,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5274088,2001,December,,GEORGIA,,,,,0,0,0,0,
5272945,2001,November,,DELAWARE,,,,,0,0,0,0,0
5274122,2001,December,,GEORGIA,,,,,0,0,0,0,
5273039,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5273481,2001,December,,DELAWARE,,,,,0,0,0,0,0
5273482,2001,December,,DELAWARE,,,,,0,0,0,0,0
5274214,2001,December,,GEORGIA,,,,,0,0,0,0,
5274196,2001,December,,GEORGIA,,,,,0,0,0,0,
5274083,2001,December,,GEORGIA,,,,,0,0,0,0,
5274112,2001,December,,GEORGIA,,,,,0,0,0,0,
5274209,2001,December,,GEORGIA,,,,,0,0,0,0,
5274090,2001,December,,GEORGIA,,,,,0,0,0,0,
5274248,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274197,2001,December,,GEORGIA,,,,,0,0,0,0,
5274003,2001,December,,GEORGIA,,,,,0,0,0,0,
5274202,2001,December,,GEORGIA,,,,,0,0,0,0,
5274113,2001,December,,GEORGIA,,,,,0,0,0,0,
5274091,2001,December,,GEORGIA,,,,,0,0,0,0,
5274120,2001,December,,GEORGIA,,,,,0,0,0,0,
5273050,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5273047,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5274004,2001,December,,GEORGIA,,,,,0,0,0,0,
5274094,2001,December,,GEORGIA,,,,,0,0,0,0,
5274210,2001,December,,GEORGIA,,,,,0,0,0,0,
5274121,2001,December,,GEORGIA,,,,,0,0,0,0,
5273048,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5273049,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5273542,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5274102,2001,December,,GEORGIA,,,,,0,0,0,0,
5274203,2001,December,,GEORGIA,,,,,0,0,0,0,
5274084,2001,December,,GEORGIA,,,,,0,0,0,0,
5273504,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273552,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273553,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273499,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273500,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273501,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273502,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273563,2001,December,,OHIO,,,,,0,0,0,0,
5273560,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273561,2001,December,,VIRGINIA,,,,,0,0,0,0,
5273562,2001,December,,VIRGINIA,,,,,0,0,0,0,
5273566,2001,December,,OHIO,,,,,0,0,0,0,
5270267,2001,November,,GEORGIA,,,,,0,0,0,0,
5274211,2001,December,,GEORGIA,,,,,0,0,0,0,
5274092,2001,December,,GEORGIA,,,,,0,0,0,0,
5273567,2001,December,,OHIO,,,,,0,0,0,0,
5273568,2001,December,,OHIO,,,,,0,0,0,0,
5273571,2001,December,,OHIO,,,,,0,0,0,0,
5273569,2001,December,,OHIO,,,,,0,0,0,0,
5273570,2001,December,,OHIO,,,,,0,0,0,0,
5273564,2001,December,,OHIO,,,,,0,0,0,0,
5273565,2001,December,,OHIO,,,,,0,0,0,0,
5273993,2001,December,,GEORGIA,,,,,0,0,0,0,
5274200,2001,December,,GEORGIA,,,,,0,0,0,0,
5273572,2001,December,,KENTUCKY,,,,,0,0,0,0,
5273573,2001,December,,KENTUCKY,,,,,0,0,0,0,
5273994,2001,December,,GEORGIA,,,,,0,0,0,0,
5274005,2001,December,,GEORGIA,,,,,0,0,0,0,
5270246,2001,November,,GEORGIA,,,,,0,0,0,0,
5274009,2001,December,,GEORGIA,,,,,0,0,0,0,
5270247,2001,November,,GEORGIA,,,,,0,0,0,0,
5274213,2001,December,,GEORGIA,,,,,0,0,0,0,
5270245,2001,November,,GEORGIA,,,,,0,0,0,0,
5270263,2001,November,,GEORGIA,,,,,0,0,0,0,
5274012,2001,December,,GEORGIA,,,,,0,0,0,0,
5274106,2001,December,,GEORGIA,,,,,0,0,0,0,
5273512,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274107,2001,December,,GEORGIA,,,,,0,0,0,0,
5273996,2001,December,,GEORGIA,,,,,0,0,0,0,
5273538,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273535,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273575,2001,December,,KENTUCKY,,,,,0,0,0,0,
5273539,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273506,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273554,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273574,2001,December,,KENTUCKY,,,,,0,0,0,0,
5274010,2001,December,,GEORGIA,,,,,0,0,0,0,
5274015,2001,December,,GEORGIA,,,,,0,0,0,0,
5274016,2001,December,,GEORGIA,,,,,0,0,0,0,
5274098,2001,December,,GEORGIA,,,,,0,0,0,0,
5274099,2001,December,,GEORGIA,,,,,0,0,0,0,
5274011,2001,December,,GEORGIA,,,,,0,0,0,0,
5273505,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273508,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273509,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273556,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273998,2001,December,,GEORGIA,,,,,0,0,0,0,
5274006,2001,December,,GEORGIA,,,,,0,0,0,0,
5274104,2001,December,,GEORGIA,,,,,0,0,0,0,
5274105,2001,December,,GEORGIA,,,,,0,0,0,0,
5272960,2001,November,,PENNSYLVANIA,,,,,0,0,0,0,0
5273557,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273536,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273997,2001,December,,GEORGIA,,,,,0,0,0,0,
5274019,2001,December,,GEORGIA,,,,,0,0,0,0,
5273037,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5273038,2001,November,,NEW JERSEY,,,,,0,0,0,0,0
5272964,2001,November,,PENNSYLVANIA,,,,,0,0,0,0,0
5273540,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273541,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273995,2001,December,,GEORGIA,,,,,0,0,0,0,
5273537,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5274020,2001,December,,GEORGIA,,,,,0,0,0,0,
5273988,2001,December,,GEORGIA,,,,,0,0,0,0,
5274001,2001,December,,GEORGIA,,,,,0,0,0,0,
5274095,2001,December,,GEORGIA,,,,,0,0,0,0,
5273495,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273496,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273511,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274002,2001,December,,GEORGIA,,,,,0,0,0,0,
5274017,2001,December,,GEORGIA,,,,,0,0,0,0,
5273497,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273498,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273550,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273558,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273559,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5270103,2001,November,,GEORGIA,,,,,0,0,0,0,
5273989,2001,December,,GEORGIA,,,,,0,0,0,0,
5274018,2001,December,,GEORGIA,,,,,0,0,0,0,
5274241,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274242,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273551,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5270176,2001,November,,GEORGIA,,,,,0,0,0,0,
5270104,2001,November,,GEORGIA,,,,,0,0,0,0,
5270106,2001,November,,GEORGIA,,,,,0,0,0,0,
5270119,2001,November,,GEORGIA,,,,,0,0,0,0,
5270120,2001,November,,GEORGIA,,,,,0,0,0,0,
5270121,2001,November,,GEORGIA,,,,,0,0,0,0,
5270123,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5274212,2001,December,,GEORGIA,,,,,0,0,0,0,
5273990,2001,December,,GEORGIA,,,,,0,0,0,0,
5274096,2001,December,,GEORGIA,,,,,0,0,0,0,
5274097,2001,December,,GEORGIA,,,,,0,0,0,0,
5274195,2001,December,,GEORGIA,,,,,0,0,0,0,
5270122,2001,November,,GEORGIA,,,,,0,0,0,0,
5267163,2001,August,,MINNESOTA,,,,,0,0,0,0,
5267164,2001,August,,MINNESOTA,,,,,0,0,0,0,
5270102,2001,November,,GEORGIA,,,,,0,0,0,0,
5270117,2001,November,,GEORGIA,,,,,0,0,0,0,
5270172,2001,November,,GEORGIA,,,,,0,0,0,0,
5270115,2001,November,,GEORGIA,,,,,0,0,0,0,
5270116,2001,November,,GEORGIA,,,,,0,0,0,0,
5270118,2001,November,,GEORGIA,,,,,0,0,0,0,
5269151,2001,September,,CALIFORNIA,,,,,1,0,0,0,
5266716,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5266717,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5266718,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5266534,2001,July,,MISSOURI,,,,,0,0,0,0,
5266693,2001,August,,MARYLAND,,,,,0,0,0,0,
5266694,2001,August,,MARYLAND,,,,,0,0,1,0,
5266532,2001,July,,MISSOURI,,,,,0,0,0,0,
5266533,2001,July,,MISSOURI,,,,,0,0,0,0,
5270260,2001,November,,GEORGIA,,,,,0,0,0,0,
5270261,2001,November,,GEORGIA,,,,,0,0,0,0,
5270262,2001,November,,GEORGIA,,,,,0,0,0,0,
5267276,2001,August,,MINNESOTA,,,,,0,0,0,0,
5267277,2001,August,,MINNESOTA,,,,,0,0,0,0,
5267278,2001,August,,MINNESOTA,,,,,0,0,0,0,
5267279,2001,August,,MINNESOTA,,,,,0,0,0,0,
5270113,2001,November,,GEORGIA,,,,,0,0,0,0,
5270202,2001,November,,GEORGIA,,,,,0,0,0,0,
5270204,2001,November,,GEORGIA,,,,,0,0,0,0,
5270265,2001,November,,GEORGIA,,,,,0,0,0,0,
5269064,2001,August,,MINNESOTA,,,,,0,0,5,0,
5270629,2001,October,,ALABAMA,,,,,0,0,0,0,0K
5270266,2001,November,,GEORGIA,,,,,0,0,0,0,
5268638,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5268639,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5268640,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5267190,2001,August,,WISCONSIN,,,,,0,0,0,0,
5266701,2001,August,,DELAWARE,,,,,0,0,0,0,
5266702,2001,August,,PENNSYLVANIA,,,,,0,0,0,0,
5266703,2001,August,,PENNSYLVANIA,,,,,0,0,1,0,
5266704,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5266705,2001,August,,NEW JERSEY,,,,,0,0,1,0,
5266706,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5266707,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5266713,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5266714,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5266715,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5266740,2001,August,,MISSOURI,,,,,0,0,0,0,
5266741,2001,August,,MISSOURI,,,,,0,0,0,0,
5267175,2001,August,,MINNESOTA,,,,,0,0,0,0,
5267176,2001,August,,MINNESOTA,,,,,0,0,0,0,
5267457,2001,August,,MICHIGAN,,,,,0,0,0,0,
5267458,2001,August,,MICHIGAN,,,,,0,0,0,0,
5267459,2001,August,,MICHIGAN,,,,,0,0,0,0,
5270165,2001,November,,GEORGIA,,,,,0,0,0,0,
5270166,2001,November,,GEORGIA,,,,,0,0,0,0,
5270182,2001,November,,GEORGIA,,,,,0,0,0,0,
5270183,2001,November,,GEORGIA,,,,,0,0,0,0,
5270111,2001,November,,GEORGIA,,,,,0,0,0,0,
5270112,2001,November,,GEORGIA,,,,,0,0,0,0,
5270114,2001,November,,GEORGIA,,,,,0,0,0,0,
5266530,2001,July,,MISSOURI,,,,,0,0,0,0,
5270197,2001,November,,GEORGIA,,,,,0,0,0,0,
5270198,2001,November,,GEORGIA,,,,,0,0,0,0,
5270200,2001,November,,GEORGIA,,,,,0,0,0,0,
5267401,2001,August,,WISCONSIN,,,,,0,0,0,0,
5270167,2001,November,,GEORGIA,,,,,0,0,0,0,
5270168,2001,November,,GEORGIA,,,,,0,0,0,0,
5270185,2001,November,,GEORGIA,,,,,0,0,0,0,
5266544,2001,July,,MISSOURI,,,,,0,0,0,0,
5266531,2001,July,,MISSOURI,,,,,0,0,0,0,
5266625,2001,July,,MISSOURI,,,,,0,0,0,0,
5266626,2001,July,,MISSOURI,,,,,0,0,0,0,
5266545,2001,July,,MISSOURI,,,,,0,0,0,0,
5266546,2001,July,,MISSOURI,,,,,0,0,0,0,
5266627,2001,July,,MISSOURI,,,,,0,0,0,0,
5266547,2001,July,,MISSOURI,,,,,0,0,0,0,
5270173,2001,November,,GEORGIA,,,,,0,0,0,0,
5270170,2001,November,,GEORGIA,,,,,0,0,0,0,
5270187,2001,November,,GEORGIA,,,,,0,0,0,0,
5266708,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5266709,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5266710,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5266711,2001,August,,NEW JERSEY,,,,,0,0,0,0,
5266712,2001,August,,NEW JERSEY,,,,,0,0,1,0,
5264287,2001,August,,MINNESOTA,,,,,0,0,0,0,
5264288,2001,August,,MINNESOTA,,,,,0,0,0,0,
5264289,2001,August,,MINNESOTA,,,,,0,0,0,0,
5274246,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273434,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5273485,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5273436,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5274116,2001,December,,GEORGIA,,,,,0,0,0,0,
5273435,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5274245,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5273317,2001,November,,ALABAMA,,,,,0,0,0,0,0K
5274103,2001,December,,GEORGIA,,,,,0,0,0,0,
5274111,2001,December,,GEORGIA,,,,,0,0,0,0,
5274110,2001,December,,GEORGIA,,,,,0,0,0,0,
5274089,2001,December,,GEORGIA,,,,,0,0,0,0,
5274119,2001,December,,GEORGIA,,,,,0,0,0,0,
5274118,2001,December,,GEORGIA,,,,,0,0,0,0,
5273433,2001,December,,WEST VIRGINIA,,,,,0,0,0,0,
5274247,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5275058,2001,December,,MARYLAND,,,,,0,0,0,0,0
5275059,2001,December,,MARYLAND,,,,,0,0,0,0,0
5275060,2001,December,,MARYLAND,,,,,0,0,0,0,0
5274255,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274946,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5274251,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274256,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274935,2001,December,,DELAWARE,,,,,0,0,0,0,0
5275027,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5274259,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5275028,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5275038,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5275039,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274934,2001,December,,DELAWARE,,,,,0,0,0,0,0
5275029,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5274252,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5275054,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5275057,2001,December,,MARYLAND,,,,,0,0,0,0,0
5274249,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274250,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274253,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274925,2001,December,,MARYLAND,,,,,0,0,0,0,0
5274926,2001,December,,MARYLAND,,,,,0,0,0,0,0
5275025,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5274943,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5274944,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5274931,2001,December,,MARYLAND,,,,,0,0,0,0,0
5275024,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5275052,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5275036,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5275037,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274945,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5274928,2001,December,,MARYLAND,,,,,0,0,0,0,0
5274929,2001,December,,MARYLAND,,,,,0,0,0,0,0
5274930,2001,December,,MARYLAND,,,,,0,0,0,0,0
5275026,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5274932,2001,December,,DELAWARE,,,,,0,0,0,0,0
5274933,2001,December,,DELAWARE,,,,,0,0,0,0,0
5274260,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274940,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5275022,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5275062,2001,December,,DELAWARE,,,,,0,0,0,0,0
5275033,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5274924,2001,December,,MARYLAND,,,,,0,0,0,0,0
5274927,2001,December,,MARYLAND,,,,,0,0,0,0,0
5274941,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5274942,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5275023,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5275035,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274243,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5275034,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5275061,2001,December,,MARYLAND,,,,,0,0,0,0,0
5275032,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5274244,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274257,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274258,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274254,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5274922,2001,December,,MARYLAND,,,,,0,0,0,0,0
5274923,2001,December,,MARYLAND,,,,,0,0,0,0,0
5274938,2001,December,,DELAWARE,,,,,0,0,0,0,0
5274936,2001,December,,DELAWARE,,,,,0,0,0,0,0
5274937,2001,December,,DELAWARE,,,,,0,0,0,0,0
5274939,2001,December,,DELAWARE,,,,,0,0,0,0,0
5275030,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5275031,2001,December,,PENNSYLVANIA,,,,,0,0,0,0,0
5275053,2001,December,,NEW JERSEY,,,,,0,0,0,0,0
5275868,2001,July,,OKLAHOMA,,,,,0,0,0,0,
5323188,2002,October,,ALABAMA,,,,,0,0,0,0,0K
5323423,2002,June,,ILLINOIS,,,,,0,0,1,0,
5321579,2002,November,,ALABAMA,,,,,0,0,0,0,0K
5321528,2002,November,,ALABAMA,,,,,0,0,0,0,0K
5321529,2002,November,,ALABAMA,,,,,0,0,0,0,0K
5321530,2002,November,,ALABAMA,,,,,0,0,0,0,0K
5321527,2002,November,,ALABAMA,,,,,0,0,0,0,0K
5321526,2002,November,,ALABAMA,,,,,0,0,0,0,0K
5277302,2002,January,,GEORGIA,,,,,0,0,0,0,
5277303,2002,January,,GEORGIA,,,,,0,0,0,0,
5277321,2002,January,,GEORGIA,,,,,0,0,0,0,
5277322,2002,January,,GEORGIA,,,,,0,0,0,0,
5277323,2002,January,,GEORGIA,,,,,0,0,0,0,
5277324,2002,January,,GEORGIA,,,,,0,0,0,0,
5277325,2002,January,,GEORGIA,,,,,0,0,0,0,
5277326,2002,January,,GEORGIA,,,,,0,0,0,0,
5277327,2002,January,,GEORGIA,,,,,0,0,0,0,
5277328,2002,January,,GEORGIA,,,,,0,0,0,0,
5277330,2002,January,,GEORGIA,,,,,0,0,0,0,
5277625,2002,January,,NEW JERSEY,,,,,0,0,0,0,0
5277626,2002,January,,NEW JERSEY,,,,,0,0,0,0,0
5277622,2002,January,,NEW JERSEY,,,,,0,0,0,0,0
5277615,2002,January,,NEW JERSEY,,,,,0,0,0,0,0
5277511,2002,January,,DELAWARE,,,,,0,0,0,0,0
5277608,2002,January,,PENNSYLVANIA,,,,,0,0,0,0,0
5277613,2002,January,,NEW JERSEY,,,,,0,0,0,0,0
5277614,2002,January,,NEW JERSEY,,,,,0,0,0,0,0
5277512,2002,January,,DELAWARE,,,,,0,0,0,0,0
5277329,2002,January,,GEORGIA,,,,,0,0,0,0,
5277331,2002,January,,GEORGIA,,,,,0,0,0,0,
5277332,2002,January,,GEORGIA,,,,,0,0,0,0,
5277333,2002,January,,GEORGIA,,,,,0,0,0,0,
5277334,2002,January,,GEORGIA,,,,,0,0,0,0,
5277605,2002,January,,PENNSYLVANIA,,,,,0,0,0,0,0
5277606,2002,January,,PENNSYLVANIA,,,,,0,0,0,0,0
5277618,2002,January,,NEW JERSEY,,,,,0,0,0,0,0
5277509,2002,January,,MARYLAND,,,,,0,0,0,0,0
